id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_SM122,membrane_SS336,membrane_PMPerformance,membrane_SS150101,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source
1656,150,59.0,0.0,0,1,Methanol,0.88,10.0,22,CO,O=CC1=CC=C([N+]([O-])=O)C=C1,O=CC1=CC=C([N+]([O-])=O)C=C1,Unknown,0.29,151.121,1.4073,151.121,1.4073,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.1481303992702337,nf10k
1657,500,59.0,-31.0,0,0,Acetone,8.25,10.0,25,CC(=O)C,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C)(C)C9=CC=CC=C9,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C)(C)C9=CC=CC=C9,Unknown,0.887,967.4379999999999,20.375300000000003,967.4379999999999,20.375300000000003,0.5,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,1,0,0,0,0,0,DM500,1,0,CF,0.9430951486635274,nf10k
1658,300,87.0,-8.0,0,0,Methyl ethyl ketone,2.5,10.0,25,CC(CC)=O,O=CC=C,O=CC=C,Unknown,0.0515,56.064,0.37129999999999996,56.064,0.37129999999999996,0.5,72.107,0.29,0.43,805.0,18.5,16.0,9.0,5.1,90.1,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.02250503092696365,nf10k
1659,150,59.0,0.0,0,1,Methanol,0.7475,20.0,22,CO,OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1,OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1,Unknown,1.0,265.362,0.6077399999999994,265.362,0.6077399999999994,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,3.0,nf10k
1660,500,82.0,0.0,0,1,Methyl tert-butyl ether,4.065274141,20.0,22,CC(C)(C)OC,CCC(C(=O)O)c1ccccc1,CCC(C(=O)O)c1ccccc1,Unknown,0.083788866,164.20399999999998,2.2648,164.20399999999998,2.2648,0.5,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.03753068202167487,nf10k
1661,500,82.0,0.0,0,1,Acetonitrile,2.328042328,20.0,22,C(C)#N,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,Unknown,0.751877725,521.4370000000001,4.8692000000000055,521.4370000000001,4.8692000000000055,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.6035874387538172,nf10k
1662,300,59.0,-37.5,0,0,Tetrahydrofuran,1.33,16.0,20,C1CCOC1,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(O)c3)OCc4cc(CO[C@@H]([C@]5([H])C[C@@H]6CC[N@]5C[C@@H]6C=C)c(ccn7)c8c7ccc(O)c8)cc(CO[C@@H]([C@]9([H])C[C@@H]%10CC[N@]9C[C@@H]%10C=C)c(ccn%11)c%12c%11ccc(O)c%12)c4)C[C@@H]%13CC[N@]1C[C@@H]%13C=C,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(O)c3)OCc4cc(CO[C@@H]([C@]5([H])C[C@@H]6CC[N@]5C[C@@H]6C=C)c(ccn7)c8c7ccc(O)c8)cc(CO[C@@H]([C@]9([H])C[C@@H]%10CC[N@]9C[C@@H]%10C=C)c(ccn%11)c%12c%11ccc(O)c%12)c4)C[C@@H]%13CC[N@]1C[C@@H]%13C=C,organocatalyst,1.0,1045.3379999999995,11.910899999999987,1045.3379999999995,11.910899999999987,0.5,72.107,0.46,0.55,889.0,7.58,16.8,5.7,8.0,81.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,3.0,nf10k
1663,300,59.0,-37.5,0,0,Toluene,0.26,20.0,22,CC1=CC=CC=C1,Brc1cc(Br)cc(Br)c1,Brc1cc(Br)cc(Br)c1,Unknown,0.439207451,314.802,3.974100000000001,314.802,3.974100000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.2504240251017662,nf10k
1664,300,87.0,-8.0,0,0,Acetonitrile,2.142857143,20.0,22,C(C)#N,C1CC(OC1)N2C=C(C(=O)NC2=O)F,C1CC(OC1)N2C=C(C(=O)NC2=O)F,Unknown,0.906216351,200.16899999999998,-0.015299999999999814,200.16899999999998,-0.015299999999999814,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,1.0232665757583812,nf10k
1665,300,87.0,-8.0,0,0,Methanol,0.101115447,10.0,22,CO,C1=CC2=C(C=C1F)NC(=S)N2,C1=CC2=C(C=C1F)NC(=S)N2,Unknown,0.542660195,168.196,2.36459,168.196,2.36459,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.33881242435858966,nf10k
1666,500,59.0,-31.0,0,0,Acetonitrile,5.45,40.0,25,C(C)#N,C=C(C1=CC=CC=C1)CC(C)(C)C2=CC=CC=C2,C=C(C1=CC=CC=C1)CC(C)(C)C2=CC=CC=C2,Unknown,0.909,236.35799999999998,5.067700000000005,236.35799999999998,5.067700000000005,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,DM500,1,0,CF,1.0362121726544449,nf10k
1667,220,-1.0,0.0,1,1,n-Hexane,0.17,30.0,25,C(CCC)CC,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C)(C)C%11=CC=CC=C%11,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C)(C)C%11=CC=CC=C%11,Unknown,1.0,1175.7419999999997,24.72310000000005,1175.7419999999997,24.72310000000005,0.5,86.178,3.9,0.3,661.0,1.88,14.9,0.0,0.0,131.6,0,0,0,0,1,0,0,0,SM122,0,1,DE,3.0,nf10k
1668,500,82.0,0.0,0,1,2-propanol,0.081400081,20.0,22,C(C)(C)O,OC1=CC=C(NC(C)=O)C=C1,OC1=CC=C(NC(C)=O)C=C1,Unknown,0.636747383,151.16500000000002,1.3505999999999998,151.16500000000002,1.3505999999999998,0.5,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.43859731932577917,nf10k
1669,300,87.0,-8.0,0,0,2-Methyltetrahydrofuran,48.05898411,20.0,22,CC1CCCO1,BrC1=CC=C(C(OC)=O)C=C1,BrC1=CC=C(C(OC)=O)C=C1,Unknown,0.109456727,215.04599999999996,2.2356999999999996,215.04599999999996,2.2356999999999996,0.5,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.049857572545807846,nf10k
1670,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22,CO,COC1=C(Br)C=C(OC)C(Br)=C1,COC1=C(Br)C=C(OC)C(Br)=C1,Unknown,0.94,295.95799999999997,3.2288000000000014,295.95799999999997,3.2288000000000014,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.2146701649892326,nf10k
1671,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22,CO,CC(=O)NC1=CC=C(C=C1)O,CC(=O)NC1=CC=C(C=C1)O,Unknown,0.759450708,151.165,1.3505999999999998,151.165,1.3505999999999998,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.6169942311269287,nf10k
1672,500,82.0,0.0,0,1,n-Heptane,1.428571429,20.0,22,CCCCCCC,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,Unknown,0.055066598,310.393,4.448400000000004,310.393,4.448400000000004,0.5,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.024139438822353258,nf10k
1673,300,59.0,-37.5,0,0,Methanol,1.23,20.0,22,CO,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3sc4ccccc4n3,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3sc4ccccc4n3,Unknown,1.0,350.44300000000004,4.915900000000004,350.44300000000004,4.915900000000004,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,3.0,nf10k
1674,300,59.0,-37.5,0,0,Methanol,1.23,20.0,22,CO,O=C1NC2=C(C=C(Br)C=C2)C1=O,O=C1NC2=C(C=C(Br)C=C2)C1=O,Unknown,0.91,226.029,1.5838999999999999,226.029,1.5838999999999999,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.0409586076789066,nf10k
1675,500,59.0,-31.0,0,0,Acetone,5.86,20.0,25,CC(=O)C,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C)(C)C%10=CC=CC=C%10,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C)(C)C%10=CC=CC=C%10,Unknown,0.987,1071.59,22.549200000000027,1071.59,22.549200000000027,0.5,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,1,0,0,0,0,0,DM500,1,0,CF,1.8538719643217616,nf10k
1676,300,59.0,-37.5,0,0,Dimethylformamide,0.9,20.0,22,O=CN(C)C,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,Unknown,0.96583712,299.355,3.892400000000001,299.355,3.892400000000001,0.5,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.4539155614456865,nf10k
1677,300,59.0,-37.5,0,0,Methanol,1.23,20.0,22,CO,C1=C(NC(=O)N=C1)N,C1=C(NC(=O)N=C1)N,Unknown,0.66,111.104,-0.6478999999999999,111.104,-0.6478999999999999,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.46724562100750233,nf10k
1678,300,59.0,-37.5,0,0,Ethanol,0.85,20.0,22,C(C)O,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,Unknown,0.976395259,361.485,5.771680000000005,361.485,5.771680000000005,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.6089812021748235,nf10k
1679,150,59.0,0.0,0,1,Methanol,0.7475,20.0,22,CO,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C[N+]([O-])=O,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C[N+]([O-])=O,Unknown,0.98,314.411,1.459,314.411,1.459,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.6777807052660803,nf10k
1680,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22,CO,CC=CC1=CC=C(C=C1)OC,CC=CC1=CC=C(C=C1)OC,Unknown,0.29,148.20499999999996,2.728300000000001,148.20499999999996,2.728300000000001,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.1481303992702337,nf10k
1681,150,59.0,0.0,0,1,Methanol,0.7475,20.0,22,CO,OC1=CC=C(NC(C)=O)C=C1,OC1=CC=C(NC(C)=O)C=C1,Unknown,0.86,151.16500000000002,1.3505999999999998,151.16500000000002,1.3505999999999998,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.8507808873446201,nf10k
1682,300,59.0,-37.5,0,0,Methanol,1.23,20.0,22,CO,N#CC1=CC(Cl)=C(Cl)C=C1C#N,N#CC1=CC(Cl)=C(Cl)C=C1C#N,Unknown,0.71,197.024,2.7367600000000003,197.024,2.7367600000000003,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.5361070110140926,nf10k
1683,500,82.0,0.0,0,1,2-Methyltetrahydrofuran,8.90717603,20.0,22,CC1CCCO1,O=C1NC2=C(C=CC(Br)=C2)C1,O=C1NC2=C(C=CC(Br)=C2)C1,Unknown,0.500548498,212.04599999999996,1.9436999999999998,212.04599999999996,1.9436999999999998,0.5,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.30063800296850623,nf10k
1684,300,59.0,-37.5,0,0,Acetonitrile,1.38,20.0,22,C(C)#N,CN1CCCN(C1=O)C,CN1CCCN(C1=O)C,Unknown,0.598223406,128.17499999999998,0.3736999999999999,128.17499999999998,0.3736999999999999,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.3949357749406461,nf10k
1685,300,59.0,-37.5,0,0,Ethanol,0.7,20.0,25,C(C)O,O=C(OC)C(C)(CC(C)(CC(C)C(OC)=O)C(OC)=O)C,O=C(OC)C(C)(CC(C)(CC(C)C(OC)=O)C(OC)=O)C,Unknown,0.88,302.367,1.9541999999999997,302.367,1.9541999999999997,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.9172146296835499,nf10k
1686,150,59.0,0.0,0,1,Methanol,0.45,30.0,25,CO,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO,Unknown,0.956,540.7350000000004,2.600300000000004,540.7350000000004,2.600300000000004,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,0,1,DE,1.346787486224656,nf10k
1687,300,87.0,-8.0,0,0,Ethyl acetate,3.897707231,20.0,22,O(C(C)=O)CC,COc1ncc(Br)cn1,COc1ncc(Br)cn1,Unknown,0.093292236,189.012,1.2477,189.012,1.2477,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.0420539498383489,nf10k
1688,300,87.0,-8.0,0,0,Toluene,4.285714286,20.0,22,CC1=CC=CC=C1,CN(C=O)C1=CC=CC=C1,CN(C=O)C1=CC=CC=C1,Unknown,0.022611656,135.16599999999997,1.2792,135.16599999999997,1.2792,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.009488729895150719,nf10k
1689,300,59.0,-37.5,0,0,Ethyl acetate,0.27,20.0,22,O(C(C)=O)CC,COc1ncc(Br)cn1,COc1ncc(Br)cn1,Unknown,0.00940587,189.012,1.2477,189.012,1.2477,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.0036660528160298352,nf10k
1690,300,87.0,-8.0,0,0,Acetonitrile,2.142857143,20.0,22,C(C)#N,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,Unknown,0.995385629,306.36100000000005,4.157700000000003,306.36100000000005,4.157700000000003,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,2.250698892391088,nf10k
1691,300,59.0,-37.5,0,0,2-Methyltetrahydrofuran,0.43,20.0,22,CC1CCCO1,CC1=CC(Br)=C(Br)C=C1C,CC1=CC(Br)=C(Br)C=C1C,Unknown,0.626601356,263.96000000000004,3.8284400000000014,263.96000000000004,3.8284400000000014,0.5,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.4266657328623082,nf10k
1692,500,59.0,-31.0,0,0,Acetonitrile,6.89,30.0,25,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C%15=CC=CC=C%15)CC(C%16=CC=CC=C%16)CC(C)(C)C%17=CC=CC=C%17,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C%15=CC=CC=C%15)CC(C%16=CC=CC=C%16)CC(C)(C)C%17=CC=CC=C%17,Unknown,1.0,1800.654,37.76649999999999,1800.654,37.76649999999999,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,DM500,1,0,CF,3.0,nf10k
1693,500,82.0,0.0,0,1,Methyl tert-butyl ether,4.065274141,20.0,22,CC(C)(C)OC,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,Unknown,0.333674136,310.393,4.448400000000004,310.393,4.448400000000004,0.5,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.17566204257796758,nf10k
1694,500,82.0,0.0,0,1,Acetone,0.44,30.0,25,CC(=O)C,CCCCCCCCCCCCCCCC(O)=O,CCCCCCCCCCCCCCCC(O)=O,Unknown,0.776,256.42999999999995,5.552300000000005,256.42999999999995,5.552300000000005,0.5,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,1,0,0,SS336,0,1,DE,0.6478174818886375,nf10k
1695,300,87.0,-8.0,0,0,Methanol,0.101115447,10.0,22,CO,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,Unknown,0.935367642,259.349,2.577500000000001,259.349,2.577500000000001,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,1.1828819923910718,nf10k
1696,300,59.0,-37.5,0,0,Acetonitrile,1.38,20.0,22,C(C)#N,CC[C@@H](C(=O)O)c1ccccc1,CC[C@@H](C(=O)O)c1ccccc1,Unknown,0.887766322,164.20399999999998,2.2648,164.20399999999998,2.2648,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.9460243859190758,nf10k
1697,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22,CO,O=C(O)C1=CN=CC=C1,O=C(O)C1=CN=CC=C1,Unknown,0.25,123.11099999999998,0.7797999999999999,123.11099999999998,0.7797999999999999,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.12436006299583162,nf10k
1698,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22,CO,C1CC2=CC=CC=C2C1O,C1CC2=CC=CC=C2C1O,Unknown,0.47,134.17799999999997,1.6662000000000001,134.17799999999997,1.6662000000000001,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.2749054789185309,nf10k
1699,220,-1.0,0.0,1,1,Toluene,1.33,40.0,26,CC1=CC=CC=C1,C=CCC(C(OCC)=O)(CC=C)C(OCC)=O,C=CCC(C(OCC)=O)(CC=C)C(OCC)=O,Unknown,0.881,240.29899999999992,2.2512,240.29899999999992,2.2512,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,1,0,0,0,SM122,1,0,CF,0.9208187539523752,nf10k
1700,500,82.0,0.0,0,1,Acetone,2.314814815,20.0,22,CC(=O)C,C(#Cc1ccccc1)c1ccccc1,C(#Cc1ccccc1)c1ccccc1,Unknown,-0.046646595,178.234,3.086400000000001,178.234,3.086400000000001,0.5,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,1,0,0,SS336,1,0,CF,-0.020214805810250383,nf10k
1701,220,-1.0,0.0,1,1,Methanol,5.6,30.0,25,CO,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C)(C)C4=CC=CC=C4,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C)(C)C4=CC=CC=C4,Unknown,0.963,446.67800000000017,9.505799999999999,446.67800000000017,9.505799999999999,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,1,0,0,0,SM122,0,1,DE,1.4202164033831894,nf10k
1702,300,59.0,-37.5,0,0,2-propanol,0.066137566,20.0,22,C(C)(C)O,C1=CC=C(C=C1)C(CO)O,C1=CC=C(C=C1)C(CO)O,Unknown,0.116871885,138.16599999999997,0.7122999999999999,138.16599999999997,0.7122999999999999,0.5,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.05348479878091968,nf10k
1703,500,82.0,0.0,0,1,2-Methyltetrahydrofuran,8.90717603,20.0,22,CC1CCCO1,C1=CC=C(C(=C1)C(=O)N)N,C1=CC=C(C(=C1)C(=O)N)N,Unknown,0.351001009,136.15399999999997,0.36770000000000014,136.15399999999997,0.36770000000000014,0.5,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.18708731751633265,nf10k
1704,300,87.0,-8.0,0,0,Methanol,0.101115447,10.0,22,CO,C1=C2C(=CC(=C1Cl)Cl)N=CN2,C1=C2C(=CC(=C1Cl)Cl)N=CN2,Unknown,0.377436727,187.02900000000002,2.869700000000001,187.02900000000002,2.869700000000001,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.20511947206426356,nf10k
1705,150,59.0,0.0,0,1,Methanol,0.7475,20.0,22,CO,CC(C)(C)OC(=O)N1CCC(C1)O,CC(C)(C)OC(=O)N1CCC(C1)O,Unknown,0.94,187.23899999999998,0.9881,187.23899999999998,0.9881,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.2146701649892326,nf10k
1706,300,59.0,-37.5,0,0,Acetonitrile,1.38,20.0,22,C(C)#N,OC(=O)c1ccc(cc1)[N+]([O-])=O,OC(=O)c1ccc(cc1)[N+]([O-])=O,Unknown,0.72557237,167.11999999999995,1.293,167.11999999999995,1.293,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.5599924948901456,nf10k
1707,300,59.0,-37.5,0,0,2-propanol,0.066137566,20.0,22,C(C)(C)O,COC1=CC=C(Br)C=C1,COC1=CC=C(Br)C=C1,Unknown,-0.015724997,187.036,2.4577,187.036,2.4577,0.5,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,1,0,0,0,0,0,0,DM300,1,0,CF,-0.007203501166670385,nf10k
1708,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22,CO,Clc1cccc2C(=O)c3cccc(Cl)c3C(=O)c12,Clc1cccc2C(=O)c3cccc(Cl)c3C(=O)c12,Unknown,0.9,277.106,3.7688000000000015,277.106,3.7688000000000015,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.9956786262173575,nf10k
1709,500,82.0,0.0,0,1,Methanol,0.179221384,10.0,22,CO,C1COC2=C(O1)C=CC(=C2)N,C1COC2=C(O1)C=CC(=C2)N,Unknown,0.169462541,151.16499999999996,1.04,151.16499999999996,1.04,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.08011818195791078,nf10k
