id,solute_smiles
588,COC1=CC(OC)=CC(OC)=C1/C=C/CCCCCCCCCO
589,CCCCCCCC[N+]1(CCCCCCCC)CC1(CCCCCC)CCCCCCC
590,C1=CC=C(C(=C1)[N+](=O)[O-])Cl
591,C1=C(OC(=C1)C=O)C=O
592,N#CC1=CC=C(C#N)C=C1
593,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl
594,COc1ccc(cc1N)[N+]([O-])=O
595,COC1=C(C=CC(=C1)Br)C=O
596,C/C/1=CCCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
597,CC(OCC(C)OCC(C)O)COC(C)COC(C)CO
598,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F
599,C=C[C@H]1C[N+]2(Cc3ccccc3)CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12
600,C1=CC(=CC2=C1C=CN2)O
601,C1CC(=O)NC1
602,CCOC1=C(C=CC(=C1)C(=O)O)OC
603,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
604,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C\[N+]([O-])=O
605,CN1CCCN(C1=O)C
606,C1=C/C(=C/2\N/C(=C\3/C=CC=CC3=O)/N(N2)C4=CC=C(C=C4)C(=O)O)/C(=O)C=C1
607,C1=CC(=CC=C1N=NC2=CC=C(C=C2)[N+](=O)[O-])N(CCO)CCO
608,NC1=CC=CC([N+]([O-])=O)=C1C
609,OC1=CC=CC=C1[N+]([O-])=O
610,COC(=O)c1ccc(cc1)C(=O)OC
611,OC1=CC=CC2=C1C(C3=C(O)[C@@](C(C(C(N)=O)=C(O)[C@H]4N(C)C)=O)(O)[C@@]4([H])C[C@]3([H])[C@@]2(O)C)=O
612,O=C(O)C1=CC(N)=CC(N)=C1
613,O=CC1=CC=C([N+]([O-])=O)C=C1
614,C1=CC2=C(C(=C1)Br)NC=C2
615,CCOC(=O)C1=CC=C(C=C1)I
616,CCOC1=CC=C(C=C1)NC(C)=O
617,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(CC(C(C)(C)C(C8=CC=CC=C8)(C)C)C9=CC=CC=C9)C%10=CC=CC=C%10
618,CC(C1=CC=C2C=CC=CC2=C1)=O
619,CC1=CC(C2=NC=CC(C)=C2)=NC=C1
620,CC1=CC(=NC(=C1)C(C)(C)C)C(C)(C)C
621,O=C1N(C)CCCN1C
622,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3sc4ccccc4n3
623,C1COC2=C(O1)C=CC(=C2)N
624,C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)N(CCO)CCO
625,NC12CC3CC(CC(C3)C1)C2
626,COC1=CC(CO)=CC=C1O
627,C1CNCC2=C1C3=CC=CC=C3N2
628,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O
629,O=C(CC1=CC=CC=C1)C2=CC=CC=C2
630,O=C1NC(=O)c2cc3C(=O)NC(=O)c3cc12
631,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C
632,BrCC1=C(CBr)C=C(CBr)C(CBr)=C1
633,CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)[O-].[Na+]
634,O=C(N1)C2=CC=CC=C2C1=O
635,CC1=CC(=O)NC(=N1)N
636,CC1=CC=CC=C1[N+](=O)[O-]
637,CC1=C2C=CNC2=CC=C1
638,CC(O[Pd]([P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)[P](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)=O
639,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O
640,CCN(CCOC(=O)C(=C)C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-]
641,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C%15=CC=CC=C%15)CC(C%16=CC=CC=C%16)CC(C%17=CC=CC=C%17)CC(C)(C)C%18=CC=CC=C%18
642,CC(OCC(C)O)COC(C)COC(C)CO
643,OC(C)COC(C)COC(C)CO
644,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)C)C)C)OC
645,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(CC(C(C)(C)C(C6=CC=CC=C6)(C)C)C7=CC=CC=C7)C8=CC=CC=C8
646,C1=CC2=C(C(=C1)Cl)NC=C2
647,COC1=CC(C(OC)=O)=CC=C1O
648,Cl[Ru]1(Cl)[P](c(c2c3c([P]1(c4ccccc4)c5ccccc5)ccc6c3cccc6)ccc7c2cccc7)(c8ccccc8)c9ccccc9
649,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
650,[Cl-].n1c4c([n+](c2c1cc(c(N)c2)C)c3ccccc3)cc(c(c4)C)N
651,CC(C)(C)OC(=O)N1CCC(C1)C(=O)O
652,O=C(C1=CC(C(C2=CC=CC=C2)=O)=CC=C1)C3=CC=CC=C3
653,OCC1=C(Cl)N=C(CCCC)N1CC2=CC=C(C=C2)C3=C(C=CC=C3)C4=NN=NN4
654,OCC[P+](CCCCCCCC)(CCCCCCC)CCCCCCCC.[I-]
655,CC1=C(C=C(C=C1)C(C)C)O
656,NC1=CC=CC(N)=C1
657,CC(C)OC(=O)CCC(=O)OC(C)C
658,CC(C1=CC=CC=C1)CC(CC(C(C)(C)C(C2=CC=CC=C2)(C)C)C3=CC=CC=C3)C4=CC=CC=C4
659,C1=CC=C2C=C3C=CC=CC3=CC2=C1
660,C1CCC(CC1)N2CCCC2=O
661,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(CC(C(C)(C)C(C4=CC=CC=C4)(C)C)C5=CC=CC=C5)C6=CC=CC=C6
662,O=C(C12CC3CC(C2)CC(C3)C1)O
663,C1=C(C(=CC(=C1[N+](=O)[O-])F)F)[N+](=O)[O-]
664,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)C)C)OC
665,C1=CC(=C(C=C1Cl)Cl)Cl
666,OCC1=CC=CO1
667,OC1=CC=C(C=C1OC)C=O
668,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
669,C#CC1=CC=C(C=C1)Br
670,C1=NC2=NC=NC(=C2N1)N
671,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(CC(C(C)(C)C(C3=CC=CC=C3)(C)C)C4=CC=CC=C4)C5=CC=CC=C5
672,C1=CC=C(C(=C1)Cl)Cl
673,O=CC1=CC=C(C=O)C=C1
674,CCCCCCCCCCCCCCCCCCCCCC
675,OC(=O)CCCCC1SCC2NC(=O)NC12
676,CC1(C)CC2(CC(C)(C)C3=C2C=C(O)C(O)=C3)C4=CC(O)=C(O)C=C41
677,C1=CC(=NC(=C1)CBr)CBr
678,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
679,CCCCCCCCCCCCCCCCCCCCCCCCCC
680,C[C@@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@](C)(O)C[C@@H](C)/C([C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC([C@H](C)[C@H]1O[C@@H]3O[C@@H](C)[C@H](O)[C@](C)(OC)C3)=O)=NOCOCCOC
681,O=C(N(OC(C12CC3CC(CC(C2)C3)C1)=O)C4=O)C5=C4C=CC=C5
682,C12=CC=CC=C1C=CC3=C2C4=C5C=CC=CC5=CC=C4OCC/C=C\CCCCO3
683,NC1=NC(N)=NC(C2=CC=CC=C2)=N1
684,CCC(CO1)OC1=O
685,O=C(OC)C1=CC(O)=CC(C(OC)=O)=C1
686,C1=CC2=C(C=C(C=C2)C(=O)O)N=C1
687,O=Cc1ccccc1
688,CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCO)N[C@@H]4C[C@H]4C5=CC(=C(C=C5)F)F
689,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)C)C)C)C)OC
690,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+]
691,C1COC2=C(O1)C=CC=C2O
692,C1=CC=C(C=C1)CC2=CC=CC=C2
693,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(CC(C(C)(C)C(C%15=CC=CC=C%15)(C)C)C%16=CC=CC=C%16)C%17=CC=CC=C%17
