id,solute_smiles
564,O=C(N(OC(C1CCCCC1)=O)C2=O)C3=C2C=CC=C3
565,C1=CC2=C(NC=C2C(=O)O)N=C1
566,C1(NC2=CC=CC=C2)=CC=CC=C1
567,CCCCCCCCC=CCCCCCCCCN
568,O=C(N(OC(C1CC1)=O)C2=O)C3=C2C=CC=C3
569,COC1=CC(CO)=CC=C1O
570,Clc1cccc2C(=O)c3cccc(Cl)c3C(=O)c12
571,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(CC(C(C)(C)C(C4=CC=CC=C4)(C)C)C5=CC=CC=C5)C6=CC=CC=C6
572,NC1=CC(C)=C(N)C=C1C
573,COc1ccc(O)cc1
574,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
575,[O-][N+](=O)c1ccc(Cl)cc1
576,C1=CC2=C(C=C1Br)NC(=O)N2
577,C1=C(NC=N1)CCN
578,C1=CC2=C(C=CC(=C2)F)N=C1
579,COC(C(CC(C)(C(OC)=O)C)CC(C)(C(OC)=O)C)=O
580,C1=CC2=C(C=CN2)C=C1O
581,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)C5=CC(=C(C=C5)N)C)N
582,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(CC(C(C)(C)C(C5=CC=CC=C5)(C)C)C6=CC=CC=C6)C7=CC=CC=C7
583,Oc1ccccc1[N+]([O-])=O
584,CCCCCCCCCCCCCCCC(O)=O
585,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
586,CC(OC1=C(C(O)=O)C=CC=C1)=O
587,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl
588,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C[N+]([O-])=O
589,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl
590,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O
591,CC1=CC=C(C=C1)[N+](=O)[O-]
592,Nc1ccc(cc1)C(O)=O
593,OC(=O)c1ccc(cc1)[N+]([O-])=O
594,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-]
595,NC1=CN=C(N)C=C1
596,CCN(CCOC(=O)C(=C)C)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)[N+](=O)[O-])Cl
597,C1=CC(=C(C(=C1)O)O)O
598,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
599,C1=CC=C2C(=C1)C3=C(N2)C=CC(=C3)Br
600,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
601,CC1=C(C(=CC=C1)C)Br
602,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
603,CC(N)=S
604,OC1=CC=CC=C1CC2=CC=CC=C2
605,OC1=C(O)C=C2C=CC=CC2=C1
606,Oc1cccc(c1)[N+]([O-])=O
607,C[C@H]1/C=C/C=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C
608,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-]
609,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
610,C1=CC(=C(C=C1Br)C(=O)O)N
611,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)C)OC
612,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=NC3=CC=C(C=C3)[N+](=O)[O-]
613,C1=CC2=C(C=C1N)NC(=O)N2
614,COC1=CC(OC)=CC(OC)=C1/C=C/CCCCCCCCCO
615,CCCCCCCC[N+]1(CCCCCCCC)CC1(CCCCCC)CCCCCCC
616,C1=CC=C(C(=C1)[N+](=O)[O-])Cl
617,C1=C(OC(=C1)C=O)C=O
618,N#CC1=CC=C(C#N)C=C1
619,CN1CCCN(C1=O)C
620,COc1ccc(cc1N)[N+]([O-])=O
621,C/C/1=CCCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
622,C1=CC(=CC2=C1C=CN2)O
623,CC(OCC(C)OCC(C)O)COC(C)COC(C)CO
624,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F
625,C=C[C@H]1C[N+]2(Cc3ccccc3)CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12
626,C1CC(=O)NC1
627,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
628,CCOC1=C(C=CC(=C1)C(=O)O)OC
629,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
630,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C\[N+]([O-])=O
631,C1=C/C(=C/2\N/C(=C\3/C=CC=CC3=O)/N(N2)C4=CC=C(C=C4)C(=O)O)/C(=O)C=C1
632,C1=CC(=CC=C1N=NC2=CC=C(C=C2)[N+](=O)[O-])N(CCO)CCO
633,NC1=CC=CC([N+]([O-])=O)=C1C
634,OC1=CC=CC=C1[N+]([O-])=O
635,OC1=CC=CC2=C1C(C3=C(O)[C@@](C(C(C(N)=O)=C(O)[C@H]4N(C)C)=O)(O)[C@@]4([H])C[C@]3([H])[C@@]2(O)C)=O
636,O=C(O)C1=CC(N)=CC(N)=C1
637,O=CC1=CC=C([N+]([O-])=O)C=C1
638,C1=CC2=C(C(=C1)Br)NC=C2
639,CCOC(=O)C1=CC=C(C=C1)I
640,CCOC1=CC=C(C=C1)NC(C)=O
641,O=C(C(C)N1)NC(C)C1=O
642,NC(C(O)=O)CC1=CC=CC=C1
643,CC(C1=CC=C2C=CC=CC2=C1)=O
644,CC1=CC(C2=NC=CC(C)=C2)=NC=C1
645,CC1=CC(=NC(=C1)C(C)(C)C)C(C)(C)C
646,O=C1N(C)CCCN1C
647,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3sc4ccccc4n3
648,C1COC2=C(O1)C=CC(=C2)N
649,C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)N(CCO)CCO
650,NC12CC3CC(CC(C3)C1)C2
651,C1CNCC2=C1C3=CC=CC=C3N2
652,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(CC(C(C)(C)C(C6=CC=CC=C6)(C)C)C7=CC=CC=C7)C8=CC=CC=C8
653,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O
654,O=C(CC1=CC=CC=C1)C2=CC=CC=C2
655,O=C1NC(=O)c2cc3C(=O)NC(=O)c3cc12
656,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C
657,BrCC1=C(CBr)C=C(CBr)C(CBr)=C1
658,CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)[O-].[Na+]
659,O=C(N1)C2=CC=CC=C2C1=O
660,O=C(C(C(C)C)N1)NCC1=O
661,CC1=CC(=O)NC(=N1)N
662,CC1=CC=CC=C1[N+](=O)[O-]
663,CC1=C2C=CNC2=CC=C1
664,CC(O[Pd]([P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)[P](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)=O
665,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O
666,CCN(CCOC(=O)C(=C)C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-]
667,CC(OCC(C)O)COC(C)COC(C)CO
668,OC(C)COC(C)COC(C)CO
669,COC1=CC(C(OC)=O)=CC=C1O
670,Cl[Ru]1(Cl)[P](c(c2c3c([P]1(c4ccccc4)c5ccccc5)ccc6c3cccc6)ccc7c2cccc7)(c8ccccc8)c9ccccc9
671,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
672,[Cl-].n1c4c([n+](c2c1cc(c(N)c2)C)c3ccccc3)cc(c(c4)C)N
673,CC(C)(C)OC(=O)N1CCC(C1)C(=O)O
674,O=C(C1=CC(C(C2=CC=CC=C2)=O)=CC=C1)C3=CC=CC=C3
675,CCCCCCCCCCCCCCCCCCCCCC
676,OCC1=C(Cl)N=C(CCCC)N1CC2=CC=C(C=C2)C3=C(C=CC=C3)C4=NN=NN4
677,OCC[P+](CCCCCCCC)(CCCCCCC)CCCCCCCC.[I-]
678,CC1=C(C=C(C=C1)C(C)C)O
679,C#CC1=CC=C(C=C1)Br
680,CC(C)OC(=O)CCC(=O)OC(C)C
681,C1=CC=C2C=C3C=CC=CC3=CC2=C1
682,C1CCC(CC1)N2CCCC2=O
683,O=C(C12CC3CC(C2)CC(C3)C1)O
684,C1=C(C(=CC(=C1[N+](=O)[O-])F)F)[N+](=O)[O-]
685,C1=CC(=C(C=C1Cl)Cl)Cl
686,OCC1=CC=CO1
687,OC1=CC=C(C=C1OC)C=O
688,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
689,C1=NC2=NC=NC(=C2N1)N
690,C1=CC=C(C(=C1)Cl)Cl
691,O=CC1=CC=C(C=O)C=C1
692,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+]
693,OC(=O)CCCCC1SCC2NC(=O)NC12
694,CC1(C)CC2(CC(C)(C)C3=C2C=C(O)C(O)=C3)C4=CC(O)=C(O)C=C41
695,C1=CC(=NC(=C1)CBr)CBr
696,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
697,CCCCCCCCCCCCCCCCCCCCCCCCCC
698,C[C@@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@](C)(O)C[C@@H](C)/C([C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC([C@H](C)[C@H]1O[C@@H]3O[C@@H](C)[C@H](O)[C@](C)(OC)C3)=O)=NOCOCCOC
699,O=C(N(OC(C12CC3CC(CC(C2)C3)C1)=O)C4=O)C5=C4C=CC=C5
700,C12=CC=CC=C1C=CC3=C2C4=C5C=CC=CC5=CC=C4OCC/C=C\CCCCO3
701,NC1=NC(N)=NC(C2=CC=CC=C2)=N1
702,CCC(CO1)OC1=O
703,O=C(OC)C1=CC(O)=CC(C(OC)=O)=C1
704,C1=CC2=C(C=C(C=C2)C(=O)O)N=C1
705,O=Cc1ccccc1
706,CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCO)N[C@@H]4C[C@H]4C5=CC(=C(C=C5)F)F
707,C1COC2=C(O1)C=CC=C2O
708,C1=CC=C(C=C1)CC2=CC=CC=C2
