SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
CN(C)C(=O)[C@@H](NC(=S)NP(=O)(N(C)C=O)N(CCCl)CCCl)C(C)(C)C,Toxic,0.977,Toxic  (High Confidence),Safe,0.134,Safe  (High Confidence),Toxic,0.726,Toxic  (Medium Confidence),-0.960,None,Safe,0.001,Safe  (High Confidence),Toxic,0.894,Toxic  (High Confidence),Toxic,0.992,Toxic  (High Confidence),Safe,0.202,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),0.260,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.575,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),5.700,None,Toxic,0.993,Toxic  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.084,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-1.120,PIGC50% > -0.5 log ug/L: toxic,3.260,None,0.950,None,4.340,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.997,Toxic  (High Confidence),Safe,0.477,Safe  (Low Confidence),Safe,0.114,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.548,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](Nc1c(NC(C)(C)C(=O)O)c(=S)c1=S)c1ccnc2ccc(OC)cc12,Safe,0.000,Safe  (High Confidence),Safe,0.098,Safe  (High Confidence),Safe,0.475,Safe  (Low Confidence),-1.000,None,Safe,0.000,Safe  (High Confidence),Safe,0.027,Safe  (High Confidence),Toxic,0.998,Toxic  (High Confidence),Safe,0.447,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),0.180,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.808,Toxic  (Medium Confidence),Safe,0.023,Safe  (High Confidence),6.330,None,Toxic,0.994,Toxic  (High Confidence),Toxic,0.836,Toxic  (High Confidence),Safe,0.108,Safe  (High Confidence),Safe,0.162,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.089,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.113,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.152,Safe  (High Confidence),-1058.110,PIGC50% > -0.5 log ug/L: toxic,2.760,None,1.320,None,6.220,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1.000,Toxic  (High Confidence),Safe,0.427,Safe  (Low Confidence),Safe,0.132,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.076,Safe  (High Confidence),Safe,0.037,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC(C)(C)OC(=O)CNc1c(NC(=O)c2ccc(Br)cc2)c1=O,Safe,0.009,Safe  (High Confidence),Safe,0.044,Safe  (High Confidence),Safe,0.323,Safe  (Medium Confidence),0.270,None,Safe,0.046,Safe  (High Confidence),Safe,0.379,Safe  (Low Confidence),Toxic,0.967,Toxic  (High Confidence),Toxic,0.500,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),1.610,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.665,Toxic  (Low Confidence),Safe,0.004,Safe  (High Confidence),4.550,None,Toxic,0.850,Toxic  (High Confidence),Toxic,0.601,Toxic  (Low Confidence),Safe,0.082,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.020,Safe  (High Confidence),Safe,0.094,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.125,Safe  (High Confidence),Safe,0.044,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),2.520,PIGC50% > -0.5 log ug/L: toxic,2.320,None,1.980,None,4.290,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.218,Safe  (Medium Confidence),Safe,0.492,Safe  (Low Confidence),Toxic,0.568,Toxic  (Low Confidence),Safe,0.034,Safe  (High Confidence),Safe,0.159,Safe  (High Confidence),Safe,0.385,Safe  (Low Confidence),Safe,0.022,Safe  (High Confidence)
CC(C)(C)[C@H](NC(=O)NC#N)C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Toxic,0.932,Toxic  (High Confidence),Safe,0.021,Safe  (High Confidence),Toxic,0.943,Toxic  (High Confidence),-1.150,None,Safe,0.015,Safe  (High Confidence),Safe,0.262,Safe  (Medium Confidence),Toxic,0.666,Toxic  (Low Confidence),Safe,0.322,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),0.220,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.676,Toxic  (Medium Confidence),Toxic,0.824,Toxic  (Medium Confidence),3.750,None,Toxic,0.951,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.069,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.044,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-4.800,PIGC50% > -0.5 log ug/L: toxic,2.220,None,2.320,None,3.920,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.089,Safe  (High Confidence),Toxic,0.648,Toxic  (Low Confidence),Toxic,0.534,Toxic  (Low Confidence),Safe,0.152,Safe  (High Confidence),Safe,0.079,Safe  (High Confidence),Safe,0.247,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence)
Nc1cccc(C(=O)Nc2ccccc2Nc2c(Nc3ccccc3)c(=O)c2=O)c1,Toxic,0.911,Toxic  (High Confidence),Safe,0.101,Safe  (High Confidence),Safe,0.425,Safe  (Low Confidence),1.110,None,Safe,0.000,Safe  (High Confidence),Safe,0.349,Safe  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.884,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.237,Safe  (Medium Confidence),0.200,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.872,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),4.920,None,Toxic,0.999,Toxic  (High Confidence),Toxic,0.839,Toxic  (High Confidence),Safe,0.249,Safe  (Medium Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.199,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.276,Safe  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.687,Toxic  (Medium Confidence),-37.260,PIGC50% > -0.5 log ug/L: toxic,1.800,None,2.220,None,4.920,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.015,Safe  (High Confidence),Toxic,0.553,Toxic  (Low Confidence),Toxic,0.711,Toxic  (Medium Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.062,Safe  (High Confidence),Toxic,0.997,Toxic  (High Confidence),Safe,0.322,Safe  (Medium Confidence)
O=C(NC(=S)Nc1ccc(Cl)c([N+](=O)[O-])c1)c1cc(F)c(F)c(F)c1F,Toxic,1.000,Toxic  (High Confidence),Safe,0.048,Safe  (High Confidence),Safe,0.328,Safe  (Medium Confidence),0.690,None,Safe,0.000,Safe  (High Confidence),Safe,0.211,Safe  (Medium Confidence),Toxic,0.997,Toxic  (High Confidence),Toxic,0.976,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.031,Safe  (High Confidence),1.220,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.714,Toxic  (Medium Confidence),Safe,0.008,Safe  (High Confidence),6.420,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.245,Safe  (Medium Confidence),Safe,0.194,Safe  (Medium Confidence),Safe,0.084,Safe  (High Confidence),Safe,0.034,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.120,Safe  (High Confidence),Safe,0.061,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),2.050,PIGC50% > -0.5 log ug/L: toxic,2.640,None,1.530,None,4.690,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.420,Safe  (Low Confidence),Toxic,0.552,Toxic  (Low Confidence),Toxic,0.740,Toxic  (Medium Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.354,Safe  (Low Confidence),Toxic,0.949,Toxic  (High Confidence),Toxic,0.997,Toxic  (High Confidence)
CN(C)C(=O)[C@@H](NS(=O)(=O)NCc1ccc(Cl)cc1)C(C)(C)C,Safe,0.000,Safe  (High Confidence),Safe,0.110,Safe  (High Confidence),Toxic,0.506,Toxic  (Low Confidence),0.150,None,Safe,0.002,Safe  (High Confidence),Safe,0.155,Safe  (High Confidence),Toxic,0.819,Toxic  (Medium Confidence),Safe,0.191,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),0.630,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.713,Toxic  (Medium Confidence),Toxic,0.891,Toxic  (High Confidence),5.470,None,Toxic,0.944,Toxic  (High Confidence),Safe,0.050,Safe  (High Confidence),Safe,0.053,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.027,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),0.830,PIGC50% > -0.5 log ug/L: toxic,2.260,None,1.390,None,4.180,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.955,Toxic  (High Confidence),Safe,0.418,Safe  (Low Confidence),Safe,0.237,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
Fc1ccc(Nc2c(Nc3c(-c4ccccc4)cccc3-c3ccccc3)c(=S)c2=S)cc1Cl,Safe,0.493,Safe  (Low Confidence),Safe,0.319,Safe  (Medium Confidence),Safe,0.461,Safe  (Low Confidence),2.350,None,Safe,0.000,Safe  (High Confidence),Safe,0.393,Safe  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.828,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.360,Safe  (Low Confidence),0.500,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.867,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),6.860,None,Toxic,0.999,Toxic  (High Confidence),Toxic,0.911,Toxic  (High Confidence),Safe,0.145,Safe  (High Confidence),Safe,0.245,Safe  (Medium Confidence),Safe,0.038,Safe  (High Confidence),Safe,0.490,Safe  (Low Confidence),Safe,0.045,Safe  (High Confidence),Safe,0.491,Safe  (Low Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),-372.270,PIGC50% > -0.5 log ug/L: toxic,2.270,None,1.570,None,7.050,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.084,Safe  (High Confidence),Toxic,0.775,Toxic  (Medium Confidence),Safe,0.338,Safe  (Low Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.548,Toxic  (Low Confidence),Toxic,0.916,Toxic  (High Confidence),Toxic,0.965,Toxic  (High Confidence)
Cc1cccc(C(=O)CCCNc2c(Nc3ccc([N+](=O)[O-])cn3)c(=O)c2=O)c1,Toxic,0.993,Toxic  (High Confidence),Safe,0.027,Safe  (High Confidence),Toxic,0.533,Toxic  (Low Confidence),0.510,None,Safe,0.001,Safe  (High Confidence),Toxic,0.777,Toxic  (Medium Confidence),Toxic,0.687,Toxic  (Medium Confidence),Toxic,0.885,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.019,Safe  (High Confidence),1.260,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.826,Toxic  (Medium Confidence),Safe,0.006,Safe  (High Confidence),4.860,None,Toxic,0.994,Toxic  (High Confidence),Toxic,0.675,Toxic  (Medium Confidence),Safe,0.127,Safe  (High Confidence),Safe,0.102,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.160,Safe  (High Confidence),Safe,0.019,Safe  (High Confidence),Safe,0.450,Safe  (Low Confidence),Safe,0.028,Safe  (High Confidence),Safe,0.033,Safe  (High Confidence),-10.770,PIGC50% > -0.5 log ug/L: toxic,2.730,None,1.840,None,4.440,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.364,Safe  (Low Confidence),Toxic,0.536,Toxic  (Low Confidence),Toxic,0.752,Toxic  (Medium Confidence),Safe,0.143,Safe  (High Confidence),Safe,0.206,Safe  (Medium Confidence),Toxic,0.974,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence)
C=CCN(C)c1ccc(Cl)c(S(=O)(=O)Nc2c(NC(C)(C)C(=O)O)c(=O)c2=O)c1,Safe,0.000,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.400,Safe  (Low Confidence),0.910,None,Safe,0.001,Safe  (High Confidence),Safe,0.031,Safe  (High Confidence),Safe,0.069,Safe  (High Confidence),Toxic,0.680,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),1.000,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.786,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),5.970,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.082,Safe  (High Confidence),Safe,0.054,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-1.530,PIGC50% > -0.5 log ug/L: toxic,2.110,None,1.800,None,4.420,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.963,Toxic  (High Confidence),Safe,0.381,Safe  (Low Confidence),Safe,0.046,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
O=C(Nc1c(Nc2ccc3oc(=O)ccc3c2)c(=O)c1=O)c1ccc(Cl)cc1,Safe,0.224,Safe  (Medium Confidence),Safe,0.138,Safe  (High Confidence),Safe,0.212,Safe  (Medium Confidence),0.400,None,Safe,0.000,Safe  (High Confidence),Safe,0.345,Safe  (Low Confidence),Toxic,0.998,Toxic  (High Confidence),Toxic,0.856,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.056,Safe  (High Confidence),0.780,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.833,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),6.000,None,Toxic,0.995,Toxic  (High Confidence),Toxic,0.920,Toxic  (High Confidence),Safe,0.243,Safe  (Medium Confidence),Safe,0.061,Safe  (High Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.143,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.550,Toxic  (Low Confidence),Safe,0.020,Safe  (High Confidence),Safe,0.057,Safe  (High Confidence),-8.990,PIGC50% > -0.5 log ug/L: toxic,2.050,None,1.650,None,4.910,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.042,Safe  (High Confidence),Safe,0.444,Safe  (Low Confidence),Toxic,0.621,Toxic  (Low Confidence),Safe,0.088,Safe  (High Confidence),Safe,0.236,Safe  (Medium Confidence),Toxic,0.964,Toxic  (High Confidence),Toxic,0.753,Toxic  (Medium Confidence)
CC[C@H]1CN2CCC1CC2[C@H](Nc1c(N[C@@H](NC(=O)C(F)(F)F)c2ccccn2)c1=O)c1ccnc2ccc(OC)cc12,Safe,0.014,Safe  (High Confidence),Safe,0.315,Safe  (Medium Confidence),Toxic,0.524,Toxic  (Low Confidence),-0.530,None,Safe,0.000,Safe  (High Confidence),Safe,0.032,Safe  (High Confidence),Toxic,0.997,Toxic  (High Confidence),Safe,0.416,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-0.320,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.918,Toxic  (High Confidence),Toxic,0.878,Toxic  (High Confidence),6.060,None,Toxic,1.000,Toxic  (High Confidence),Toxic,0.606,Toxic  (Low Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.360,Safe  (Low Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.950,Toxic  (High Confidence),-41395.770,PIGC50% > -0.5 log ug/L: toxic,3.420,None,1.600,None,66.340,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1.000,Toxic  (High Confidence),Safe,0.306,Safe  (Medium Confidence),Toxic,0.700,Toxic  (Medium Confidence),Safe,0.059,Safe  (High Confidence),Safe,0.032,Safe  (High Confidence),Safe,0.156,Safe  (High Confidence),Safe,0.040,Safe  (High Confidence)
CCCCCCCC(=O)Nc1c(NC(c2cc3ccccc3c3ccccc23)c2cc3ccccc3c3ccccc23)c(=O)c1=O,Safe,0.019,Safe  (High Confidence),Safe,0.282,Safe  (Medium Confidence),Safe,0.381,Safe  (Low Confidence),-0.370,None,Safe,0.000,Safe  (High Confidence),Safe,0.126,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.992,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.638,Toxic  (Low Confidence),1.180,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.920,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),6.510,None,Toxic,1.000,Toxic  (High Confidence),Toxic,0.999,Toxic  (High Confidence),Safe,0.348,Safe  (Low Confidence),Toxic,0.772,Toxic  (Medium Confidence),Toxic,0.640,Toxic  (Low Confidence),Safe,0.030,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.197,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.929,Toxic  (High Confidence),-216048.360,PIGC50% > -0.5 log ug/L: toxic,2.450,None,1.790,None,286.020,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Toxic,0.719,Toxic  (Medium Confidence),Toxic,0.699,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.153,Safe  (High Confidence),Safe,0.274,Safe  (Medium Confidence),Toxic,0.601,Toxic  (Low Confidence)
CC1(C)[C@@H]2CC[C@@]1(Nc1c(NC(=Nc3cc([N+](=O)[O-])ccc3Cl)c3ccccc3)c(=O)c1=O)C(=O)C2,Toxic,0.994,Toxic  (High Confidence),Safe,0.054,Safe  (High Confidence),Toxic,0.708,Toxic  (Medium Confidence),0.850,None,Safe,0.000,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence),Toxic,0.998,Toxic  (High Confidence),Toxic,0.794,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),0.370,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.911,Toxic  (High Confidence),Safe,0.008,Safe  (High Confidence),7.250,None,Toxic,0.998,Toxic  (High Confidence),Safe,0.114,Safe  (High Confidence),Safe,0.127,Safe  (High Confidence),Safe,0.070,Safe  (High Confidence),Safe,0.433,Safe  (Low Confidence),Safe,0.141,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.908,Toxic  (High Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.102,Safe  (High Confidence),-649.320,PIGC50% > -0.5 log ug/L: toxic,2.610,None,1.600,None,6.140,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.601,Toxic  (Low Confidence),Toxic,0.633,Toxic  (Low Confidence),Toxic,0.858,Toxic  (High Confidence),Safe,0.046,Safe  (High Confidence),Safe,0.483,Safe  (Low Confidence),Toxic,0.987,Toxic  (High Confidence),Safe,0.030,Safe  (High Confidence)
