SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
Cc1nc(NS(CC2(CCC3CC2=O)C3(C)C)(=O)=O)ccc1,Safe,0.000,Safe  (High Confidence),Safe,0.068,Safe  (High Confidence),Toxic,0.936,Toxic  (High Confidence),0.460,None,Safe,0.001,Safe  (High Confidence),Safe,0.247,Safe  (Medium Confidence),Safe,0.075,Safe  (High Confidence),Safe,0.450,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),0.400,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.832,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence),5.010,None,Toxic,0.941,Toxic  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.068,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.050,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.309,Safe  (Medium Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),1.930,PIGC50% > -0.5 log ug/L: toxic,2.290,None,1.490,None,4.280,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.632,Toxic  (Low Confidence),Safe,0.402,Safe  (Low Confidence),Safe,0.141,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.355,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence)
O=C1CC2CCC1(CS(Nc3cccc(NS(CC4(CCC5CC4=O)C5(C)C)(=O)=O)n3)(=O)=O)C2(C)C,Safe,0.000,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Toxic,0.968,Toxic  (High Confidence),-0.890,None,Safe,0.000,Safe  (High Confidence),Safe,0.122,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Toxic,0.741,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),0.250,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.805,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence),5.940,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.723,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.384,Safe  (Low Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-373.970,PIGC50% > -0.5 log ug/L: toxic,2.320,None,1.540,None,5.540,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.397,Safe  (Low Confidence),Safe,0.350,Safe  (Low Confidence),Toxic,0.583,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Toxic,0.528,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence)
[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)OC(C(C)(C)C)=O)C[C@@H]4CC[N@]1C[C@@H]4C=C,Toxic,0.952,Toxic  (High Confidence),Safe,0.413,Safe  (Low Confidence),Toxic,0.697,Toxic  (Medium Confidence),0.610,None,Safe,0.001,Safe  (High Confidence),Safe,0.019,Safe  (High Confidence),Toxic,0.972,Toxic  (High Confidence),Safe,0.301,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-0.550,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.720,Toxic  (Medium Confidence),Toxic,0.998,Toxic  (High Confidence),5.480,None,Toxic,0.805,Toxic  (Medium Confidence),Safe,0.254,Safe  (Medium Confidence),Safe,0.019,Safe  (High Confidence),Safe,0.050,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.175,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.102,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.047,Safe  (High Confidence),-32.660,PIGC50% > -0.5 log ug/L: toxic,2.700,None,1.740,None,4.450,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.999,Toxic  (High Confidence),Safe,0.400,Safe  (Low Confidence),Safe,0.094,Safe  (High Confidence),Safe,0.041,Safe  (High Confidence),Safe,0.027,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)OC(CCCCCCCCCCC)=O)C[C@@H]4CC[N@]1C[C@@H]4C=C,Toxic,0.979,Toxic  (High Confidence),Safe,0.208,Safe  (Medium Confidence),Toxic,0.563,Toxic  (Low Confidence),0.680,None,Safe,0.004,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),Safe,0.373,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-0.310,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.665,Toxic  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),6.210,None,Safe,0.386,Safe  (Low Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.027,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.157,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.306,Safe  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.183,Safe  (Medium Confidence),-1517.940,PIGC50% > -0.5 log ug/L: toxic,2.950,None,1.930,None,9.690,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.998,Toxic  (High Confidence),Safe,0.465,Safe  (Low Confidence),Safe,0.107,Safe  (High Confidence),Safe,0.032,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.081,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)OC(C45CC6CC(CC(C5)C6)C4)=O)C[C@@H]7CC[N@]1C[C@@H]7C=C,Safe,0.248,Safe  (Medium Confidence),Safe,0.229,Safe  (Medium Confidence),Toxic,0.908,Toxic  (High Confidence),0.100,None,Safe,0.000,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Toxic,0.947,Toxic  (High Confidence),Safe,0.452,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-0.550,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.675,Toxic  (Medium Confidence),Toxic,0.991,Toxic  (High Confidence),6.100,None,Toxic,0.667,Toxic  (Low Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.210,Safe  (Medium Confidence),Safe,0.046,Safe  (High Confidence),Safe,0.023,Safe  (High Confidence),Safe,0.348,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.218,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.224,Safe  (Medium Confidence),-1766.990,PIGC50% > -0.5 log ug/L: toxic,3.210,None,2.310,None,9.930,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1.000,Toxic  (High Confidence),Safe,0.322,Safe  (Medium Confidence),Safe,0.295,Safe  (Medium Confidence),Safe,0.278,Safe  (Medium Confidence),Safe,0.084,Safe  (High Confidence),Safe,0.042,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC1(CCCC(N1[O])(C)C)C,Safe,0.014,Safe  (High Confidence),Safe,0.399,Safe  (Low Confidence),Toxic,0.857,Toxic  (High Confidence),1.030,None,Safe,0.211,Safe  (Medium Confidence),Toxic,0.714,Toxic  (Medium Confidence),Safe,0.285,Safe  (Medium Confidence),Safe,0.017,Safe  (High Confidence),Toxic,0.956,Toxic  (High Confidence),Toxic,0.996,Toxic  (High Confidence),0.730,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.739,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),2.340,None,Safe,0.009,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.035,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),2.230,PIGC50% > -0.5 log ug/L: toxic,2.420,None,1.470,None,3.090,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.001,Safe  (High Confidence),Toxic,0.684,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC1(CC(CC(C)(N1[O])C)OCc2cc(COC(CC3(C)C)CC(C)(N3[O])C)cc(COC(CC4(C)C)CC(C)(N4[O])C)c2)C,Safe,0.334,Safe  (Low Confidence),Safe,0.232,Safe  (Medium Confidence),Toxic,0.969,Toxic  (High Confidence),1.940,None,Safe,0.001,Safe  (High Confidence),Toxic,0.501,Toxic  (Low Confidence),Safe,0.429,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.114,Safe  (High Confidence),-0.040,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.967,Toxic  (High Confidence),Safe,0.032,Safe  (High Confidence),5.820,None,Toxic,0.711,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-9345.830,PIGC50% > -0.5 log ug/L: toxic,3.160,None,0.170,None,25.110,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.993,Toxic  (High Confidence),Toxic,0.669,Toxic  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
O[Fe]12(n3c(c4n1c(N[P]2(C(C)(C)C)C(C)(C)C)ccc4)cccc3)O,Toxic,0.808,Toxic  (Medium Confidence),Toxic,0.919,Toxic  (High Confidence),Toxic,0.699,Toxic  (Medium Confidence),-0.920,None,Safe,0.036,Safe  (High Confidence),Safe,0.171,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.020,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.884,Toxic  (High Confidence),-0.120,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.761,Toxic  (Medium Confidence),Safe,0.033,Safe  (High Confidence),6.920,None,Toxic,0.897,Toxic  (High Confidence),Safe,0.016,Safe  (High Confidence),Safe,0.101,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.019,Safe  (High Confidence),Safe,0.027,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.020,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),1.860,PIGC50% > -0.5 log ug/L: toxic,2.870,None,1.300,None,4.770,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.903,Toxic  (High Confidence),Toxic,0.800,Toxic  (Medium Confidence),Toxic,0.808,Toxic  (Medium Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.393,Safe  (Low Confidence),Safe,0.065,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence)
CC(C)(P(C(C)(C)C)Cc1c(CP(C(C)(C)C)C(C)(C)C)cccc1)C,Safe,0.000,Safe  (High Confidence),Safe,0.298,Safe  (Medium Confidence),Toxic,0.832,Toxic  (Medium Confidence),4.370,None,Safe,0.003,Safe  (High Confidence),Safe,0.400,Safe  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.210,Safe  (Medium Confidence),Safe,0.005,Safe  (High Confidence),Toxic,0.903,Toxic  (High Confidence),0.300,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.384,Safe  (Low Confidence),Safe,0.118,Safe  (High Confidence),7.750,None,Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.050,Safe  (High Confidence),Safe,0.087,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.016,Safe  (High Confidence),4.920,PIGC50% > -0.5 log ug/L: toxic,2.380,None,1.310,None,5.600,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.394,Safe  (Low Confidence),Toxic,0.848,Toxic  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.138,Safe  (High Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CCCCCCCCP(CCCCCCCC)CCCCCCCC,Safe,0.000,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Toxic,0.584,Toxic  (Low Confidence),1.660,None,Toxic,0.747,Toxic  (Medium Confidence),Safe,0.162,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.394,Safe  (Low Confidence),Toxic,0.924,Toxic  (High Confidence),Toxic,0.980,Toxic  (High Confidence),1.530,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.227,Safe  (Medium Confidence),Toxic,0.970,Toxic  (High Confidence),5.780,None,Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.016,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.062,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.068,Safe  (High Confidence),7.830,PIGC50% > -0.5 log ug/L: toxic,1.730,None,2.340,None,4.420,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.002,Safe  (High Confidence),Toxic,0.820,Toxic  (Medium Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.102,Safe  (High Confidence),Safe,0.052,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence)
CCCCCCCC[P](CCCCCCCC)(CCCCCCCC)[Co]([C]=O)([C]=O)[C]=O,Safe,0.146,Safe  (High Confidence),Safe,0.453,Safe  (Low Confidence),Safe,0.299,Safe  (Medium Confidence),0.640,None,Toxic,0.863,Toxic  (High Confidence),Safe,0.444,Safe  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,1.000,Toxic  (High Confidence),0.620,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.912,Toxic  (High Confidence),Safe,0.280,Safe  (Medium Confidence),8.150,None,Safe,0.006,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.151,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.516,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-31.700,PIGC50% > -0.5 log ug/L: toxic,7.010,None,1.230,None,4.590,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.002,Safe  (High Confidence),Toxic,0.805,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.047,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC1(C)c2c(Oc3c1cccc3[P](c4ccccc4)(c5ccccc5)[Pd+]67O[C-](C)C=C(O7)C)c([P]6(c8ccccc8)c9ccccc9)ccc2,Safe,0.003,Safe  (High Confidence),Toxic,0.998,Toxic  (High Confidence),Toxic,0.782,Toxic  (Medium Confidence),-30.170,None,Safe,0.000,Safe  (High Confidence),Safe,0.121,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.997,Toxic  (High Confidence),-1.380,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.991,Toxic  (High Confidence),Safe,0.101,Safe  (High Confidence),9.710,None,Toxic,0.997,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.146,Safe  (High Confidence),Safe,0.185,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-2173961.230,PIGC50% > -0.5 log ug/L: toxic,3.440,None,-1.120,None,2756.880,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Safe,0.316,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.402,Safe  (Low Confidence)
CC(Oc1c(C=[Ru](Cl)(Cl)=C2N(c3c(C)cc(C)cc3C)C(CC(CCCC)CC)CN2c4c(C)cc(C)cc4C)cccc1)C,Safe,0.012,Safe  (High Confidence),Toxic,0.932,Toxic  (High Confidence),Toxic,0.695,Toxic  (Medium Confidence),2.590,None,Safe,0.003,Safe  (High Confidence),Safe,0.200,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.384,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.786,Toxic  (Medium Confidence),-0.330,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.828,Toxic  (Medium Confidence),Safe,0.019,Safe  (High Confidence),7.290,None,Toxic,0.507,Toxic  (Low Confidence),Safe,0.083,Safe  (High Confidence),Safe,0.063,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.040,Safe  (High Confidence),Safe,0.152,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.138,Safe  (High Confidence),-26297.700,PIGC50% > -0.5 log ug/L: toxic,2.410,None,1.030,None,55.250,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.006,Safe  (High Confidence),Toxic,0.773,Toxic  (Medium Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.666,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC(C)Oc1ccccc1C=[Ru](Cl)(Cl)=C2N(CCN2c3c(C)cc(OCC45CC6CC(CC(C5)C6)C4)cc3C)c7c(C)cc(OCC89CC%10CC(CC(C9)C%10)C8)cc7C,Safe,0.095,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.936,Toxic  (High Confidence),-1322.540,None,Safe,0.000,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.598,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.059,Safe  (High Confidence),-1.220,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.802,Toxic  (Medium Confidence),Safe,0.002,Safe  (High Confidence),3.780,None,Safe,0.344,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.546,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.027,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.066,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.978,Toxic  (High Confidence),-102632187.320,PIGC50% > -0.5 log ug/L: toxic,2.070,None,1.070,None,129562.510,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.058,Safe  (High Confidence),Toxic,0.932,Toxic  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.958,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.133,Safe  (High Confidence)
