,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PMPerformance,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,rejection_mcmpnn_combi_v42d_fold1,id_original,loss_weight,rejection_mcmpnn_combi_v42d_fold3,rejection_mcmpnn_combi_v42d_fold4,Unnamed: 0.1,rejection_mcmpnn_combi_v42d_fold0,is_augmented,rejection_mcmpnn_combi_v42d_fold2
2791,2791,2791,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,C1=CC(=CC=C1O)Br,C1=CC(=CC=C1O)Br,Unknown,0.452681138,173.00899999999996,2.1547000000000005,173.00899999999996,2.1547000000000005,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.2609668142631163,0,0,0,0.1710757,2791.0,0.4307872789320255,0.13715142,0.44779232,4153.0,0.1948348,0.0,0.42929327
2792,2792,2792,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,CC1=C(N=C(C(=N1)C)C)C,CC1=C(N=C(C(=N1)C)C)C,Unknown,0.832037019,136.198,1.71028,136.198,1.71028,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.7722084368568054,0,0,0,0.8254742,2792.0,0.565425199440723,0.78742635,0.7835357,2657.0,0.8371573,0.0,0.7967287
2793,2793,2793,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,O=C(C1=CC=C2C=C(C(OC)=O)C=CC2=C1)OC,O=C(C1=CC=C2C=C(C(OC)=O)C=CC2=C1)OC,Unknown,0.48,244.246,2.4130000000000003,244.246,2.4130000000000003,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.2831622767004755,0,0,0,0.8732893,2793.0,0.4287866725259019,0.48530355,0.49342483,1101.0,0.6586075,0.0,0.88885957
2794,2794,2794,n-Heptane,0.225,20.0,300,59.0,-37.5,0,0,22.0,CCCCCCC,COC1=CC(OC)=CC(OC)=C1,COC1=CC(OC)=CC(OC)=C1,Unknown,-0.040410146,168.19199999999998,1.7124,168.19199999999998,1.7124,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,1,0,0,0,0,0,0,DM300,1,0,CF,-0.0176218044999853,0,0,0,-0.0489738,2794.0,0.2191491929189114,0.016608596,-0.05759293,667.0,-0.013157427,0.0,-0.16003537
2795,2795,2795,2-Methyltetrahydrofuran,0.43,20.0,300,59.0,-37.5,0,0,22.0,CC1CCCO1,C12=CC=CC=C1NC=N2,C12=CC=CC=C1NC=N2,Unknown,-0.037449984,118.139,1.5628999999999995,118.139,1.5628999999999995,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,1,0,0,0,0,0,0,DM300,1,0,CF,-0.016385583975691,0,0,0,0.4193075,2795.0,0.2267018148295028,-0.04318756,0.31717104,652.0,0.032897174,0.0,0.0047367215
2796,2796,2796,Toluene,1.362433862,20.0,500,82.0,0.0,0,1,22.0,Cc1ccccc1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,Unknown,0.021516836,156.188,2.1436,156.188,2.1436,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0090030245439123,0,0,0,-0.013248265,2796.0,0.2640108646326627,-0.006965041,0.018057644,4235.0,0.03618461,0.0,0.05597505
2797,2797,2797,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,C1=CC=C(C=C1)C(CO)O,C1=CC=C(C=C1)C(CO)O,Unknown,0.59,138.16599999999997,0.7122999999999999,138.16599999999997,0.7122999999999999,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.3861581781239308,0,0,0,0.5375689,2797.0,0.4981492224933274,0.4329052,0.5679719,1809.0,0.8343762,0.0,0.5794495
2798,2798,2798,Ethanol,0.227163745,20.0,300,87.0,-8.0,0,0,22.0,C(C)O,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,Unknown,0.032828555,197.024,2.736760000000001,197.024,2.736760000000001,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.0140477304761754,0,0,0,0.05031097,2798.0,0.2588505693072301,0.05708313,0.06653467,4401.0,0.07968941,0.0,0.057905138
2799,2799,2799,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,Unknown,1.0,438.4350000000001,5.782200000000004,438.4350000000001,5.782200000000004,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,3.0,0,0,0,0.93816847,2799.0,0.7974825226751029,0.91013217,0.9896414,1195.0,1.0,0.0,0.9900516
2800,2800,2800,Ethanol,0.227163745,20.0,300,87.0,-8.0,0,0,22.0,C(C)O,C1=CC2=C(C=CN2)C(=C1)Cl,C1=CC2=C(C=CN2)C(=C1)Cl,Unknown,0.07228601,151.59599999999998,2.821300000000001,151.59599999999998,2.821300000000001,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.0321180122596127,0,0,0,-0.018056452,2800.0,0.2588505693072301,0.008027732,0.05974278,2259.0,-0.007475853,0.0,0.101076394
2801,2801,2801,2-propanol,0.322751323,20.0,300,87.0,-8.0,0,0,22.0,C(C)(C)O,C=Cc1ccc(C(C)(C)C)cc1,C=Cc1ccc(C(C)(C)C)cc1,Unknown,-0.11381578,160.26,3.627100000000002,160.26,3.627100000000002,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0472031074384871,0,0,0,0.059666574,2801.0,0.2588505693072301,-0.19848621,-0.11435294,3175.0,-0.20122093,0.0,-0.07056898
2802,2802,2802,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,OC1=CC=C(NC(C)=O)C=C1,OC1=CC=C(NC(C)=O)C=C1,Unknown,0.65,151.16500000000002,1.3505999999999998,151.16500000000002,1.3505999999999998,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.4546928835341759,0,0,0,0.770618,2802.0,0.5359833406573775,0.5967682,0.6971534,4946.0,0.7614962,0.0,0.74555576
2803,2803,2803,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,COC1=CC(OC)=CC(Br)=C1,COC1=CC(OC)=CC(Br)=C1,Unknown,0.72,217.062,2.4663000000000004,217.062,2.4663000000000004,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.5512936800949201,0,0,0,0.60125595,2803.0,0.6114032673842454,0.6291615,0.3784778,17.0,0.56443256,0.0,0.6748322
2804,2804,2804,Toluene,1.362433862,20.0,500,82.0,0.0,0,1,22.0,Cc1ccccc1,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,Unknown,0.075762011,222.287,3.527800000000002,222.287,3.527800000000002,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0337465440008915,0,0,0,0.13407788,2804.0,0.2640108646326627,0.07522172,0.06452039,3797.0,0.19923747,0.0,0.31121257
2805,2805,2805,Acetonitrile,8.79,10.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C)(C)C5=CC=CC=C5,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C)(C)C5=CC=CC=C5,Unknown,0.763,550.8300000000003,11.679699999999986,550.8300000000003,11.679699999999986,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,DM500,1,0,CF,0.623423042943488,0,0,0,0.7986647,2805.0,1.0392261327315833,0.7757496,0.81342685,1343.0,0.8159677,0.0,0.81969404
2806,2806,2806,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,O=[N+](C1=CC=C(I)C=C1)[O-],O=[N+](C1=CC=C(I)C=C1)[O-],Unknown,0.32,249.007,2.1994,249.007,2.1994,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.1668528880872148,0,0,0,0.44286644,2806.0,0.3278956907551016,0.29327524,0.3309467,1511.0,0.33417657,0.0,0.32079178
2807,2807,2807,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,CC1=C(C2=CC(F)=CC=C2/C1=CC3=CC=C(S(C)=O)C=C3)CC(O)=O,CC1=C(C2=CC(F)=CC=C2/C1=CC3=CC=C(S(C)=O)C=C3)CC(O)=O,Unknown,1.0,356.4180000000001,4.365500000000004,356.4180000000001,4.365500000000004,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,3.0,1,0,0,0.9979658,2807.0,0.6574475787567343,0.9315884,0.9856247,1668.0,0.98542875,0.0,0.9824636
2808,2808,2808,Toluene,1.362433862,20.0,500,82.0,0.0,0,1,22.0,Cc1ccccc1,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,Unknown,0.155622527,222.67900000000003,2.06628,222.67900000000003,2.06628,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0729493291142183,0,0,0,0.14799538,2808.0,0.2640108646326627,0.09716365,0.15839872,3383.0,0.24745521,0.0,0.19419655
2809,2809,2809,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,CC1=NC2=CC(=C(C=C2N1)Cl)Cl,CC1=NC2=CC(=C(C=C2N1)Cl)Cl,Unknown,0.735285179,201.056,3.1781200000000007,201.056,3.1781200000000007,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.5755842209039832,0,0,0,0.87852156,2809.0,0.530077118656091,0.6817484,0.875968,37.0,0.7620816,0.0,0.7208824
2810,2810,2810,Acetone,2.065696649,20.0,300,87.0,-8.0,0,0,22.0,CC(=O)C,COC1=CC2=C(C=C1)C=CN2,COC1=CC2=C(C=C1)C=CN2,Unknown,0.339945411,147.177,2.1765,147.177,2.1765,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.1797626755785494,0,0,0,0.2695217,2810.0,0.3494129425804408,0.2283754,0.35323048,2292.0,0.19996026,0.0,0.3695076
2811,2811,2811,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,O=C(O)C1=CN=CC=C1,O=C(O)C1=CN=CC=C1,Unknown,0.23,123.11099999999998,0.7797999999999999,123.11099999999998,0.7797999999999999,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.112945621949043,0,0,0,0.52504426,2811.0,0.2711445135090262,0.18425146,0.21214476,2223.0,0.41005057,0.0,0.5968264
2812,2812,2812,Methanol,1.46,30.0,500,59.0,-31.0,0,0,25.0,CO,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)CO,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)CO,Unknown,0.8237,366.4950000000001,1.385000000000001,366.4950000000001,1.385000000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,1,0,0,0,0,0,DM500,0,1,DE,0.7512912643990821,0,0,0,0.891667,2812.0,1.104730832894415,0.77824974,0.8205248,2385.0,0.8100263,0.0,0.82558936
2813,2813,2813,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,Unknown,0.836892569,218.202,3.195800000000002,218.202,3.195800000000002,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.7848717530771503,0,0,0,0.8791939,2813.0,0.5680854240999167,0.7804345,0.826066,3828.0,0.872053,0.0,0.8311827
2814,2814,2814,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,C1=CC2=C(C=CN2)C(=C1)F,C1=CC2=C(C=CN2)C(=C1)F,Unknown,0.138923876,135.14099999999996,2.3069999999999995,135.14099999999996,2.3069999999999995,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0644543829300009,0,0,0,0.15686989,2814.0,0.2640108646326627,0.0701153,0.15112552,2005.0,0.052962095,0.0,0.043325484
2815,2815,2815,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,Unknown,0.99,248.717,2.5238,248.717,2.5238,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.9586073148417744,0,0,0,0.97104764,2815.0,0.6744378991177709,0.90976363,0.8985723,319.0,0.9530096,0.0,0.973542
2816,2816,2816,2-Methyltetrahydrofuran,8.90717603,20.0,500,82.0,0.0,0,1,22.0,CC1CCCO1,OC1=CC=C(NC(C)=O)C=C1,OC1=CC=C(NC(C)=O)C=C1,Unknown,0.453946832,151.16500000000002,1.3505999999999998,151.16500000000002,1.3505999999999998,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.2619704626119196,0,0,0,0.60045606,2816.0,0.4316226713502765,0.3685032,0.46672922,4441.0,0.4783519,0.0,0.50544465
2817,2817,2817,2-Methyltetrahydrofuran,0.43,20.0,300,59.0,-37.5,0,0,22.0,CC1CCCO1,C1=CC=C(C=C1)C(CBr)O,C1=CC=C(C=C1)C(CBr)O,Unknown,0.18451738,201.063,2.114900000000001,201.063,2.114900000000001,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.088053055407938,0,0,0,0.34161192,2817.0,0.2191491929189114,0.40991926,0.15243089,3733.0,0.22190398,0.0,0.15310416
2818,2818,2818,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,C=Cc1ccc(C(C)(C)C)cc1,C=Cc1ccc(C(C)(C)C)cc1,Unknown,0.93,160.26,3.627100000000002,160.26,3.627100000000002,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.148741651280925,0,0,0,0.73252636,2818.0,0.7125425587562785,0.7565104,0.9298482,286.0,0.8972149,0.0,0.93402386
2819,2819,2819,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,C1=CC2=C(C=CN2)C(=C1)F,C1=CC2=C(C=CN2)C(=C1)F,Unknown,0.586923056,135.14099999999996,2.3069999999999995,135.14099999999996,2.3069999999999995,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.3829189505464905,0,0,0,0.7492163,2819.0,0.4311338815292084,0.53963983,0.6388775,1220.0,0.63372564,0.0,0.58600456
2820,2820,2820,Methanol,11.54,20.0,220,-1.0,0.0,1,1,35.0,CO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],Unknown,0.935,655.1300000000001,14.32299999999997,655.1300000000001,14.32299999999997,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,1,0,0,SM122,0,1,DE,1.1804560644581317,0,0,0,1.0,2820.0,1.496974344263236,0.8750781,0.90998524,4873.0,0.91185564,0.0,0.9446038
2821,2821,2821,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,IC1=CC=C(I)C=C1,IC1=CC=C(I)C=C1,Unknown,0.47,329.906,2.8958000000000013,329.906,2.8958000000000013,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.2749054789185309,0,0,0,0.41706344,2821.0,0.3670748981391766,0.46744817,0.4958593,2504.0,0.3357266,0.0,0.48833293
2822,2822,2822,Methyl tert-butyl ether,64.75433947,20.0,300,87.0,-8.0,0,0,22.0,CC(C)(C)OC,OC1=CC=C(NC(C)=O)C=C1,OC1=CC=C(NC(C)=O)C=C1,Unknown,0.385460615,151.16500000000002,1.3505999999999998,151.16500000000002,1.3505999999999998,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.2107441537140777,0,0,0,0.2839514,2822.0,0.3788670337492777,0.25203893,0.38834447,1517.0,0.38245046,0.0,0.38828433
2823,2823,2823,Methyl tert-butyl ether,0.42,20.0,300,59.0,-37.5,0,0,22.0,CC(C)(C)OC,NC1=CC(C)=CC=C1C,NC1=CC(C)=CC=C1C,Unknown,-0.079196854,121.18299999999998,1.88564,121.18299999999998,1.88564,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,1,0,0,0,0,0,0,DM300,1,0,CF,-0.0335029080938234,0,0,0,0.15501681,2823.0,0.2191491929189114,-0.12057567,-0.076021254,4007.0,-0.031734884,0.0,-0.056897044
2824,2824,2824,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,OC1=CC=C([N+]([O-])=O)C=C1,OC1=CC=C([N+]([O-])=O)C=C1,Unknown,0.34,139.11,1.3003999999999998,139.11,1.3003999999999998,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.1797985405143598,1,0,0,0.44045633,2824.0,0.3405070634764517,0.2662722,0.32335,1108.0,0.32796884,0.0,0.3194024
2825,2825,2825,Toluene,4.285714286,20.0,300,87.0,-8.0,0,0,22.0,Cc1ccccc1,CC1=CC=CC2=CC=CC=C12,CC1=CC=CC2=CC=CC=C12,Unknown,0.021637266,142.201,3.148220000000002,142.201,3.148220000000002,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.0090564254618456,0,0,0,-0.01775074,2825.0,0.2588505693072301,5.954504e-05,0.032336175,323.0,0.07083136,0.0,0.057735175
2826,2826,2826,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,OC1=CC=C(C2=CC(C3=CC=C(O)C=C3)=CC(C4=CC=C(O)C=C4)=C2)C=C1,OC1=CC=C(C2=CC(C3=CC=C(O)C=C3)=CC(C4=CC=C(O)C=C4)=C2)C=C1,Unknown,1.0,354.4050000000001,5.8044000000000056,354.4050000000001,5.8044000000000056,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,3.0,0,0,0,0.97740436,2826.0,0.6574475787567343,0.9311407,0.9900293,4203.0,1.0,0.0,1.0
2827,2827,2827,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,N#CC1=CC=C(N)C=C1,N#CC1=CC=C(N)C=C1,Unknown,0.39,118.13899999999998,1.14048,118.13899999999998,1.14048,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.2139587897574457,0,0,0,0.50793874,2827.0,0.3720354952798268,0.37520558,0.40313536,3496.0,0.3896107,0.0,0.45208275
2828,2828,2828,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,CC1=NC(C)=CC=C1,CC1=NC(C)=CC=C1,Unknown,0.68,107.15599999999996,1.69844,107.15599999999996,1.69844,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.493494967595128,0,0,0,0.7650902,2828.0,0.5549003997394027,0.6771701,0.6651515,1967.0,0.64870024,0.0,0.6882293
2829,2829,2829,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,C1(C2=CC=NC=C2)=CC=NC=C1,C1(C2=CC=NC=C2)=CC=NC=C1,Unknown,0.630865182,156.188,2.1436,156.188,2.1436,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.4316400595846185,0,0,0,0.57756424,2829.0,0.4552085851493112,0.6588844,0.6812658,4659.0,0.6633644,0.0,0.42109105
2830,2830,2830,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C,Unknown,0.99,206.285,3.0732000000000017,206.285,3.0732000000000017,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.9586073148417744,0,0,0,0.89855987,2830.0,0.7503766769203286,0.9140277,0.9796872,76.0,1.0,0.0,0.98744357
2831,2831,2831,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,Unknown,0.99685565,326.831,2.0298999999999987,326.831,2.0298999999999987,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,2.3825435745345445,0,0,0,0.9855161,2831.0,0.6557248743448478,0.8803069,0.9895899,251.0,0.92815673,0.0,0.9992406
2832,2832,2832,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,Unknown,0.95,204.357,5.056800000000004,204.357,5.056800000000004,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.2924298239020633,0,0,0,0.9808099,2832.0,0.6300539296418703,0.9894905,0.94850934,2976.0,0.98108006,0.0,0.9538866
2833,2833,2833,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,COC1=CC(OC)=CC(Br)=C1,COC1=CC(OC)=CC(Br)=C1,Unknown,0.331376197,217.062,2.4663000000000004,217.062,2.4663000000000004,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.1741691169505525,0,0,0,0.1844351,2833.0,0.3605473463010318,0.25604975,0.27362302,200.0,0.2172598,0.0,0.3539477
2834,2834,2834,Acetone,2.065696649,20.0,300,87.0,-8.0,0,0,22.0,CC(=O)C,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,Unknown,0.978355627,785.8909999999998,6.157840000000006,785.8909999999998,6.157840000000006,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,1.64503969999361,0,0,0,1.0,2834.0,0.8260429338073807,0.87964356,0.9478656,699.0,0.95959496,0.0,0.96844816
2835,2835,2835,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O,Unknown,0.998732006,396.3580000000001,3.698800000000001,396.3580000000001,3.698800000000001,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,2.6443580987078525,0,0,0,0.9908159,2835.0,0.6567528791024193,0.8560748,0.9858705,1256.0,0.9940679,0.0,0.9997324
