,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PMPerformance,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,is_augmented,loss_weight,rejection_mcmpnn_combi_v42c_fold3,id_original,rejection_mcmpnn_combi_v42c_fold0,Unnamed: 0.1,rejection_mcmpnn_combi_v42c_fold2,rejection_mcmpnn_combi_v42c_fold4,rejection_mcmpnn_combi_v42c_fold1
3378,3378,3378,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,Unknown,0.424043327,209.201,0.8420000000000001,209.201,0.8420000000000001,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.2388567992940538,0,0,0,0.0,0.3959200693977546,0.48265192,3378.0,0.3723588,853.0,0.38129604,0.48161277,0.4818875
3379,3379,3379,Cyclohexane,0.01,20.0,500,82.0,0.0,0,1,23.0,C1CCCCC1,O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,Unknown,0.623,885.4529999999991,18.097099999999976,885.4529999999991,18.097099999999976,0.5,nf10k,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.4225082001627747,0,0,0,0.0,0.5221467853534985,0.61476016,3379.0,0.6656928,2706.0,0.6229887,0.61484677,0.6174007
3380,3380,3380,Acetonitrile,8.79,10.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C)(C)C4=CC=CC=C4,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C)(C)C4=CC=CC=C4,Unknown,0.702,446.67800000000017,9.5058,446.67800000000017,9.5058,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,DM500,1,0,CF,0.5243288116755702,0,0,0,0.0,0.8936745603541072,0.7639307,3380.0,0.7631364,1096.0,0.76262534,0.7616533,0.75436914
3381,3381,3381,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,NC1=CC(OC)=CC(OC)=C1,NC1=CC(OC)=CC(OC)=C1,Unknown,0.53,153.18099999999998,1.286,153.18099999999998,1.286,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.3269790928711038,0,0,0,0.0,0.4017621842106085,0.450189,3381.0,0.4913735,749.0,0.47401676,0.43743008,0.45897296
3382,3382,3382,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O,Unknown,0.97,396.3580000000001,3.698800000000001,396.3580000000001,3.698800000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.508638306165727,0,0,0,0.0,0.7232663277654561,0.99082017,3382.0,0.9685105,746.0,0.9253079,0.9646077,0.9618765
3383,3383,3383,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,Nc1ccc(cc1)C(O)=O,Nc1ccc(cc1)C(O)=O,Unknown,0.86,137.13799999999998,0.967,137.13799999999998,0.967,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.8507808873446201,0,0,0,0.0,0.6552669294285328,0.8547784,3383.0,0.8574743,3768.0,0.7535808,0.8249611,0.8486768
3384,3384,3384,n-Hexane,3.42,5.0,300,59.0,-37.5,0,0,30.0,C(CCC)CC,OC(CCCCCCC/C=C/CCCCCCCC)=O,OC(CCCCCCC/C=C/CCCCCCCC)=O,Unknown,0.143,282.468,6.108500000000007,282.468,6.108500000000007,0.5,nf10k,86.178,3.9,0.3,661.0,1.88,14.9,0.0,0.0,131.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.0665127121512945,0,0,0,0.0,0.2160460787017047,0.10753986,3384.0,0.26303288,496.0,0.13293648,0.10184866,0.15029699
3385,3385,3385,Ethanol,0.85,20.0,300,59.0,-37.5,0,0,22.0,C(C)O,C#Cc1ccccc1,C#Cc1ccccc1,Unknown,0.179592152,102.13599999999998,1.6679000000000002,102.13599999999998,1.6679000000000002,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.085441152070616,0,0,0,0.0,0.2160460787017047,0.20024261,3385.0,0.16468585,2345.0,0.2556672,0.15481895,0.1579768
3386,3386,3386,Ethyl acetate,0.27,20.0,300,59.0,-37.5,0,0,22.0,O(C(C)=O)CC,NC1=CC=C(Cl)C(Cl)=C1,NC1=CC=C(Cl)C(Cl)=C1,Unknown,0.2733921,162.019,2.575600000000001,162.019,2.575600000000001,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.138102594232274,0,0,0,0.0,0.2556862672334133,0.36655584,3386.0,0.36593103,319.0,0.3370709,0.31643507,0.3695525
3387,3387,3387,Acetonitrile,2.142857143,20.0,300,87.0,-8.0,0,0,22.0,C(C)#N,NC1=CC=C(F)C=C1,NC1=CC=C(F)C=C1,Unknown,0.109718737,111.119,1.4079,111.119,1.4079,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.0499852233557725,0,0,0,0.0,0.2655826521687309,0.11361933,3387.0,0.034753412,4469.0,0.19809103,0.062563926,0.09401181
3388,3388,3388,Ethanol,0.244542261,20.0,500,82.0,0.0,0,1,22.0,C(C)O,C1CC2=CC=CC=C2C1O,C1CC2=CC=CC=C2C1O,Unknown,0.173092755,134.17799999999997,1.6662,134.17799999999997,1.6662,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0820183168880024,1,0,0,0.0,0.2643575119059783,0.18368182,3388.0,0.16098166,600.0,0.24861535,0.19484049,0.1539405
3389,3389,3389,2-Methyltetrahydrofuran,48.05898411,20.0,300,87.0,-8.0,0,0,22.0,CC1CCCO1,N#CC1=CC(F)=CC(F)=C1,N#CC1=CC(F)=CC(F)=C1,Unknown,0.146296653,139.104,1.83648,139.104,1.83648,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.0681845953496417,1,0,0,0.0,0.2655826521687309,0.16278753,3389.0,0.1394738,764.0,0.22873014,0.12962914,0.13041902
3390,3390,3390,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,COC1=CC2=C(C=C1)C=C(C=C2)Br,COC1=CC2=C(C=C1)C=C(C=C2)Br,Unknown,0.530248819,237.096,3.6109000000000018,237.096,3.6109000000000018,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.3272085817709051,0,0,0,0.0,0.401899124025558,0.5433938,3390.0,0.5208477,1067.0,0.53413296,0.507123,0.48028705
3391,3391,3391,Acetone,2.065696649,20.0,300,87.0,-8.0,0,0,22.0,CC(=O)C,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C\[N+]([O-])=O,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C\[N+]([O-])=O,Unknown,0.933687504,314.411,1.459,314.411,1.459,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,1.1719043051656013,0,0,0,0.0,0.7527193351071719,0.8045753,3391.0,0.94477314,3377.0,0.93666476,0.94160044,0.938644
3392,3392,3392,Toluene,4.285714286,20.0,300,87.0,-8.0,0,0,22.0,Cc1ccccc1,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,Unknown,0.253612307,219.287,4.583400000000002,219.287,4.583400000000002,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.1264540578192614,1,0,0,0.0,0.3011788988735914,0.27751318,3392.0,0.25574008,849.0,0.25742388,0.18611461,0.09523529
3393,3393,3393,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,O=C(N(OC(C1CCCCC1)=O)C2=O)C3=C2C=CC=C3,O=C(N(OC(C1CCCCC1)=O)C2=O)C3=C2C=CC=C3,Unknown,0.98,273.28799999999995,2.3211000000000004,273.28799999999995,2.3211000000000004,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.6777807052660805,0,0,0,0.0,0.729448091250631,0.9821257,3393.0,0.9843645,2679.0,0.9196316,0.9824648,0.9792298
3394,3394,3394,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,c1ccc(-c2nc3ccccc3[nH]2)cc1,c1ccc(-c2nc3ccccc3[nH]2)cc1,Unknown,0.91,194.237,3.2299000000000007,194.237,3.2299000000000007,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.0409586076789066,1,0,0,0.0,0.6957425917631412,0.9082546,3394.0,0.9004707,808.0,0.8745973,0.94399965,0.9233392
3395,3395,3395,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,COC1=CC=C(OC)C(CO)=C1,COC1=CC=C(OC)C(CO)=C1,Unknown,0.75,168.19199999999998,1.1961,168.19199999999998,1.1961,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.6003262785189618,0,0,0,0.0,0.5131094369165489,0.73580045,3395.0,0.86165595,2379.0,0.7110143,0.7442337,0.7329933
3396,3396,3396,Acetone,0.08,26.0,150,59.0,0.0,0,1,25.0,CC(=O)C,O=C(O)CCCCCCCCCCCCCCCCC,O=C(O)CCCCCCCCCCCCCCCCC,Unknown,1.0,284.4839999999999,6.332500000000008,284.4839999999999,6.332500000000008,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,1,0,0,0,0,0,0,0,DM150,0,1,DE,3.0,0,0,0,0.0,0.75215415325745,1.0,3396.0,0.9845096,641.0,0.8832003,0.800264,1.0
3397,3397,3397,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,COC1=CC=C(OC)C=C1,COC1=CC=C(OC)C=C1,Unknown,0.439759998,138.166,1.7038,138.166,1.7038,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.2508513824962461,0,0,0,0.0,0.3455440971952762,0.4271512,3397.0,0.4187547,4893.0,0.5901276,0.39415303,0.41811126
3398,3398,3398,2-propanol,0.322751323,20.0,300,87.0,-8.0,0,0,22.0,C(C)(C)O,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,Unknown,0.931998075,785.8909999999998,6.157840000000006,785.8909999999998,6.157840000000006,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,1.1611387932451207,0,0,0,0.0,0.7515976275209949,0.77137446,3398.0,0.9413434,4694.0,0.97389704,0.9274446,0.9235467
3399,3399,3399,Ethanol,0.227163745,20.0,300,87.0,-8.0,0,0,22.0,C(C)O,CC1=CC(=CC(=C1)C)C,CC1=CC(=CC(=C1)C)C,Unknown,-0.156161678,120.19499999999998,2.611860000000001,120.19499999999998,2.611860000000001,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0633940425798874,0,0,0,0.0,0.2655826521687309,-0.010413647,3399.0,-0.19276011,687.0,-0.0952605,-0.18126357,-0.16365677
3400,3400,3400,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,CC1=CC(Br)=C(Br)C=C1C,CC1=CC(Br)=C(Br)C=C1C,Unknown,0.735944506,263.96000000000004,3.8284400000000014,263.96000000000004,3.8284400000000014,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.5766631894033911,0,0,0,0.0,0.5055178510092605,0.8578427,3400.0,0.7283864,276.0,0.8292645,0.7060184,0.72874093
3401,3401,3401,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,NC(C)C1=CC=CC=C1,NC(C)C1=CC=CC=C1,Unknown,0.53,121.18299999999996,1.7063,121.18299999999996,1.7063,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.3269790928711038,0,0,0,0.0,0.4512687344177632,0.551386,3401.0,0.5179231,1279.0,0.6187242,0.47266114,0.51418245
3402,3402,3402,Acetonitrile,2.142857143,20.0,300,87.0,-8.0,0,0,22.0,C(C)#N,C1COC2=C(O1)C=CC(=C2)Br,C1COC2=C(O1)C=CC(=C2)Br,Unknown,-0.044697666,215.046,2.2203,215.046,2.2203,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0194061386735146,0,0,0,0.0,0.2666684135525651,-0.018357217,3402.0,-0.06080717,1031.0,0.046065807,0.08020115,-0.08493179
3403,3403,3403,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,C1=CC2=C(C=CN2)C=C1Br,C1=CC2=C(C=CN2)C=C1Br,Unknown,0.724092237,196.047,2.930400000000001,196.047,2.930400000000001,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.557664868809123,0,0,0,0.0,0.4991162604063411,0.73122925,3403.0,0.7207467,3878.0,0.7065201,0.7083944,0.7214279
3404,3404,3404,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,NC1=CC=CC=C1C(O)=O,NC1=CC=CC=C1C(O)=O,Unknown,0.72,137.13799999999998,0.967,137.13799999999998,0.967,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.5512936800949201,0,0,0,0.0,0.5766515174973783,0.7265073,3404.0,0.7510812,202.0,0.75999105,0.72831595,0.7175007
3405,3405,3405,Toluene,0.26,20.0,300,59.0,-37.5,0,0,22.0,Cc1ccccc1,CN1CCCN(C1=O)C,CN1CCCN(C1=O)C,Unknown,-0.068822628,128.17499999999998,0.3736999999999999,128.17499999999998,0.3736999999999999,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,1,0,0,0,0,0,0,DM300,1,0,CF,-0.0293117794924504,0,0,0,0.0,0.2160460787017047,-0.07054013,3405.0,0.2835503,1913.0,0.07560706,-0.12966835,-0.0370003
3406,3406,3406,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,O=[N+](C1=CC=C(I)C=C1)[O-],O=[N+](C1=CC=C(I)C=C1)[O-],Unknown,0.23,249.007,2.1994,249.007,2.1994,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.112945621949043,0,0,0,0.0,0.265815829862518,0.23721099,3406.0,0.22560847,3847.0,0.32292035,0.19229683,0.21344873
3407,3407,3407,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O,Unknown,0.950207775,226.231,2.6158,226.231,2.6158,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.2942027620866023,1,0,0,0.0,0.6212446987024068,0.89614284,3407.0,0.9553272,909.0,0.87551165,0.9479986,0.95131946
3408,3408,3408,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,[O-][N+](=O)c1cccc2ccccc12,[O-][N+](=O)c1cccc2ccccc12,Unknown,0.27,173.171,2.748000000000001,173.171,2.748000000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.1360826230421395,0,0,0,0.0,0.2538541424745031,0.44950756,3408.0,0.27305016,3723.0,0.46960777,0.4390105,0.4203606
3409,3409,3409,2-propanol,0.14,30.0,220,-1.0,0.0,1,1,25.0,C(C)(C)O,CC(C1=CC2=CC=C(C(C)C)C=C2C=C1)C,CC(C1=CC2=CC=C(C(C)C)C=C2C=C1)C,Unknown,0.248,212.336,5.086600000000003,212.336,5.086600000000003,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,0,1,0,0,SM122,1,0,CF,0.1232050237992994,0,0,0,0.0,0.5213629616972524,0.42395142,3409.0,0.41491342,2175.0,0.49946088,0.3840255,0.4031813
3410,3410,3410,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,C1=C/C(=C/2\N/C(=C\3/C=CC=CC3=O)/N(N2)C4=CC=C(C=C4)C(=O)O)/C(=O)C=C1,C1=C/C(=C/2\N/C(=C\3/C=CC=CC3=O)/N(N2)C4=CC=C(C=C4)C(=O)O)/C(=O)C=C1,Unknown,0.995701666,373.3680000000001,2.1124,373.3680000000001,2.1124,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,2.2758606678234523,0,0,0,0.0,0.645816640590989,0.97817504,3410.0,0.98039854,398.0,0.87155676,0.98858327,0.9820961
3411,3411,3411,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,COC1=CC(C2=CC=CC(OC)=C2)=CC=C1,COC1=CC(C2=CC=CC(OC)=C2)=CC=C1,Unknown,0.6,214.264,3.370800000000002,214.264,3.370800000000002,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.3968556273798176,0,0,0,0.0,0.4320921574034095,0.6075178,3411.0,0.61064875,1517.0,0.6970294,0.60012734,0.594182
3412,3412,3412,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,Unknown,0.842118843,219.287,4.583400000000002,219.287,4.583400000000002,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.7989276062298244,0,0,0,0.0,0.5628642239282688,0.8904002,3412.0,0.86310935,4557.0,0.75298613,0.8693183,0.87504196
3413,3413,3413,2-propanol,0.066137566,20.0,300,59.0,-37.5,0,0,22.0,C(C)(C)O,OC1=CC=CC=C1C2=CC=CC=C2,OC1=CC=CC=C1C2=CC=CC=C2,Unknown,0.408560363,170.211,3.059200000000001,170.211,3.059200000000001,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.2273558928339601,0,0,0,0.0,0.3286927001985901,0.34802675,3413.0,0.41286287,2396.0,0.4071402,0.3726961,0.39267814
3414,3414,3414,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,CCCCCCCCC=CCCCCCCCCN,CCCCCCCCC=CCCCCCCCCN,Unknown,0.95,267.5009999999999,5.982600000000005,267.5009999999999,5.982600000000005,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.2924298239020633,0,0,0,0.0,0.7109028007951065,0.9567709,3414.0,0.96579266,902.0,0.9202006,0.9352795,0.9495594
3415,3415,3415,Acetonitrile,3.9,40.0,300,59.0,-37.5,0,0,25.0,C(C)#N,CCN(CCO)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-],CCN(CCO)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-],Unknown,0.064,314.345,3.828800000000003,314.345,3.828800000000003,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,0,1,DE,0.0282604091122217,0,0,0,0.0,0.2160460787017047,0.08207184,3415.0,0.6174786,3356.0,0.2840051,0.05407396,0.09964129
3416,3416,3416,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,COC1=CC(OC)=CC(OC)=C1,COC1=CC(OC)=CC(OC)=C1,Unknown,0.877422422,168.19199999999998,1.7124,168.19199999999998,1.7124,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.9080603207862958,1,0,0,0.0,0.5819322234459835,0.9012809,3416.0,0.88092065,2388.0,0.8211892,0.889599,0.7055266
3417,3417,3417,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,Clc1cccc2C(=O)c3cccc(Cl)c3C(=O)c12,Clc1cccc2C(=O)c3cccc(Cl)c3C(=O)c12,Unknown,0.93,277.106,3.7688000000000015,277.106,3.7688000000000015,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.148741651280925,1,0,0,0.0,0.7082784943174322,0.9136981,3417.0,0.91985977,631.0,0.9393132,0.72846067,0.9318509
3418,3418,3418,Ethanol,0.12,20.0,150,59.0,0.0,0,1,25.0,C(C)O,C1=CC(=CC=C1N=NC2=CC=C(C=C2)[N+](=O)[O-])N(CCO)CCO,C1=CC(=CC=C1N=NC2=CC=C(C=C2)[N+](=O)[O-])N(CCO)CCO,Unknown,0.96,330.3440000000001,2.801200000000002,330.3440000000001,2.801200000000002,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,1,0,0,0,0,0,0,0,DM150,0,1,DE,1.387216143280264,0,0,0,0.0,0.7170845642802813,0.96998286,3418.0,0.9623123,3015.0,0.9170472,0.9695369,0.96278995
3419,3419,3419,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,NC1=CC=C(Cl)C(Cl)=C1,NC1=CC=C(Cl)C(Cl)=C1,Unknown,0.33,162.019,2.575600000000001,162.019,2.575600000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.1732774798310079,0,0,0,0.0,0.2862610542797588,0.40122873,3419.0,0.411894,2374.0,0.44352418,0.37762576,0.41986546
3420,3420,3420,Cyclohexane,0.03,20.0,500,82.0,0.0,0,1,23.0,C1CCCCC1,O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,Unknown,0.641,885.4529999999991,18.097099999999976,885.4529999999991,18.097099999999976,0.5,nf10k,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.4436974992327127,1,0,0,0.0,0.5335667636479857,0.61481017,3420.0,0.6658061,2183.0,0.62306017,0.61489743,0.6174706
3421,3421,3421,Acetonitrile,2.142857143,20.0,300,87.0,-8.0,0,0,22.0,C(C)#N,C=C[C@H]1C[N+]2(Cc3ccccc3)CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,C=C[C@H]1C[N+]2(Cc3ccccc3)CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,Unknown,0.971580584,385.53100000000006,4.879600000000006,385.53100000000006,4.879600000000006,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,1.5313659526314252,0,0,0,0.0,0.7778786968202769,0.91810584,3421.0,0.95475495,4895.0,0.97739685,0.96730864,0.99405384
3422,3422,3422,Methanol,0.179221384,10.0,500,82.0,0.0,0,1,22.0,CO,C1=CC2=C(C=C1F)NC(=S)N2,C1=CC2=C(C=C1F)NC(=S)N2,Unknown,0.155794353,168.196,2.36459,168.196,2.36459,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0730376099955564,1,0,0,0.0,0.253777295433049,0.17693177,3422.0,0.19688609,107.0,0.5167334,0.17046213,0.17209125
