,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,rejection_mcmpnn_combi_ft_v40_fold1,rejection_mcmpnn_combi_ft_v40_fold2,id_original,is_augmented,loss_weight,rejection_mcmpnn_combi_ft_v40_fold0,rejection_mcmpnn_combi_ft_v40_fold3,rejection_mcmpnn_combi_ft_v40_fold4,Unnamed: 0.1
2639,2639,2639,n-Hexane,0.14,30.0,220,-1.0,0.0,1,1,25.0,C(CCC)CC,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,Unknown,0.424,226.44799999999992,6.487600000000007,226.44799999999992,6.487600000000007,0.5,nf10k,86.178,3.9,0.3,661.0,1.88,14.9,0.0,0.0,131.6,0,0,0,0,0,0,0,1,0,0,SM122,1,0,CF,0.2388241868442685,0,0,0,0.514693,0.5313628,2639.0,0.0,0.8055141101648292,0.55211186,0.5226503,0.5156073,4690.0
2640,2640,2640,Toluene,2.16,40.0,600,-1.0,0.0,1,1,25.0,Cc1ccccc1,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)OC,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)OC,Unknown,0.894,502.60100000000034,3.093000000000001,502.60100000000034,3.093000000000001,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.9706162223147904,0,0,0,0.8956678,0.8877201,2640.0,0.0,1.4122314687825692,0.88901466,0.8772483,0.8832201,2533.0
2641,2641,2641,Acetonitrile,8.79,10.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C)(C)C%14=CC=CC=C%14,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C)(C)C%14=CC=CC=C%14,Unknown,0.982,1488.198,31.24480000000011,1488.198,31.24480000000011,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,1.7212463990471707,0,0,0,0.9405197,0.94887626,2641.0,0.0,1.5258296125237631,0.93435466,0.9183443,0.9206934,5258.0
2642,2642,2642,Methyl ethyl ketone,3.03,20.0,600,-1.0,0.0,1,1,23.0,CC(CC)=O,NC(C1=C(O)C=CC=C1)=O,NC(C1=C(O)C=CC=C1)=O,Unknown,0.43,137.13799999999995,0.4911000000000002,137.13799999999995,0.4911000000000002,0.5,nf10k,72.107,0.29,0.43,805.0,18.5,16.0,9.0,5.1,90.1,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.2433638917541519,0,0,0,0.46716708,0.46253088,2642.0,0.0,0.8132594381471834,0.43322563,0.43675297,0.43962038,307.0
2643,2643,2643,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,Unknown,0.995605221,326.831,2.0298999999999987,326.831,2.0298999999999987,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,2.268026341721832,0,0,0,0.95892143,0.9819397,2643.0,0.0,1.5433924290099983,0.9851305,0.98231953,0.97795326,4519.0
2644,2644,2644,Toluene,2.16,30.0,600,-1.0,0.0,1,1,25.0,Cc1ccccc1,CCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC,Unknown,0.345,254.5019999999999,7.267800000000007,254.5019999999999,7.267800000000007,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.1830961606243397,0,0,0,0.33296958,0.3398673,2644.0,0.0,0.7035339583971665,0.33428043,0.3514876,0.3402574,5505.0
2645,2645,2645,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,NC1=CC(OC)=CC(OC)=C1,NC1=CC(OC)=CC(OC)=C1,Unknown,0.62,153.18099999999998,1.286,153.18099999999998,1.286,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.4190750243243807,0,0,0,0.60531497,0.62383556,2645.0,0.0,1.0581079374422333,0.63321716,0.60518026,0.5409337,427.0
2646,2646,2646,Acetone,8.25,10.0,500,59.0,-31.0,0,0,25.0,CC(=O)C,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C)(C)C3=CC=CC=C3,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C)(C)C3=CC=CC=C3,Unknown,0.447,342.52600000000007,7.331900000000007,342.52600000000007,7.331900000000007,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,0.2564902352715703,1,0,0,0.44663635,0.5798577,2646.0,0.0,1.0,0.60339713,0.59413624,0.6030264,665.0
2647,2647,2647,Toluene,2.67,30.0,220,-1.0,0.0,1,1,25.0,Cc1ccccc1,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C)(C)C3=CC=CC=C3,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C)(C)C3=CC=CC=C3,Unknown,0.963,342.52600000000007,7.331900000000007,342.52600000000007,7.331900000000007,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,1,0,0,SM122,0,1,DE,1.4202164033831894,0,0,0,0.960217,0.97511077,2647.0,0.0,1.5013027405796415,0.96667606,0.96008754,0.9633819,607.0
2648,2648,2648,2-propanol,0.066137566,20.0,300,59.0,-37.5,0,0,22.0,C(C)(C)O,CCC(C1=CC=CC=C1)C(=O)O,CCC(C1=CC=CC=C1)C(=O)O,Unknown,0.690223266,164.20399999999995,2.2648,164.20399999999995,2.2648,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.5075515016910418,0,0,0,0.6887906,0.7428383,2648.0,0.0,1.1491785287820802,0.773505,0.7308657,0.74915326,4780.0
2649,2649,2649,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,COC1=CC=C(C=C1)OC,COC1=CC=C(C=C1)OC,Unknown,0.510738392,138.16599999999997,1.7038,138.16599999999997,1.7038,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.3095721146807521,0,0,0,0.51501065,0.45596486,2649.0,0.0,0.9174836592818296,0.47395414,0.5076164,0.49579546,2950.0
2650,2650,2650,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,Unknown,0.598145109,253.298,1.6539,253.298,1.6539,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.3948513592846302,0,0,0,0.59919506,0.5329637,2650.0,0.0,1.029906920809264,0.60675865,0.6055199,0.5567388,148.0
2651,2651,2651,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,BrCC1=CC=C(C=C1)CBr,BrCC1=CC=C(C=C1)CBr,Unknown,0.55,263.96,3.4764000000000017,263.96,3.4764000000000017,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.3458234581220395,1,0,0,0.55395335,0.54754305,2651.0,0.0,1.0,0.5136662,0.5953314,0.5196332,98.0
2652,2652,2652,Toluene,0.5,10.0,500,82.0,0.0,0,1,27.0,Cc1ccccc1,C=CCCCCCCCCC#N,C=CCCCCCCCCC#N,Unknown,0.1,165.28,3.8167800000000014,165.28,3.8167800000000014,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.045275209020937,0,0,0,0.10735366,0.09735417,2652.0,0.0,0.5163551988236085,0.08621019,0.039050937,0.10340643,5361.0
2653,2653,2653,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,Unknown,0.993424938,362.122,4.3086,362.122,4.3086,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,2.120613808218701,0,0,0,0.99742335,0.981153,2653.0,0.0,1.5405779278551066,0.94478106,0.9927746,0.9769424,619.0
2654,2654,2654,Ethanol,0.7,40.0,300,59.0,-37.5,0,0,25.0,C(C)O,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)OC,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)OC,Unknown,0.956,602.7180000000003,3.6624000000000017,602.7180000000003,3.6624000000000017,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.346787486224656,0,0,0,0.79185915,0.91821,2654.0,0.0,1.4922665246002282,0.9595809,0.952732,0.9520359,859.0
2655,2655,2655,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,Unknown,0.448336914,220.356,4.295620000000003,220.356,4.295620000000003,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.257539542260798,0,0,0,0.46478146,0.46325803,2655.0,0.0,0.8369303403328867,0.4608274,0.14396504,0.47259218,4179.0
2656,2656,2656,Acetone,8.25,10.0,500,59.0,-31.0,0,0,25.0,CC(=O)C,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C)(C)C6=CC=CC=C6,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C)(C)C6=CC=CC=C6,Unknown,0.749,654.9820000000001,13.853599999999972,654.9820000000001,13.853599999999972,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,0.5985994592184558,0,0,0,0.8008828,0.8008011,2656.0,0.0,1.224566381259365,0.7681317,0.8042493,0.7917453,787.0
2657,2657,2657,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,C1=CC=C2C(=C1)C(C3=CC=CC=C32)O,C1=CC=C2C(=C1)C(C3=CC=CC=C32)O,Unknown,0.8,182.222,2.7487000000000017,182.222,2.7487000000000017,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.6968039425795112,0,0,0,0.7901956,0.65807545,2657.0,0.0,1.2908879970590212,0.78973424,0.8167259,0.8073293,5115.0
2658,2658,2658,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,O=CC1=CC=C(O)C=C1,O=CC1=CC=C(O)C=C1,Unknown,0.45,122.12299999999996,1.2047,122.12299999999996,1.2047,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.2588484011482149,0,0,0,0.44622523,0.4697708,2658.0,0.0,0.8390771980883638,0.44321662,0.37865832,0.47010255,3534.0
2659,2659,2659,Toluene,2.58,40.0,600,-1.0,0.0,1,1,25.0,Cc1ccccc1,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C)(C)C5=CC=CC=C5,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C)(C)C5=CC=CC=C5,Unknown,0.9,550.8300000000003,11.679699999999986,550.8300000000003,11.679699999999986,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.9956786262173576,0,0,0,0.90766335,0.9019109,2659.0,0.0,1.4199767967649233,0.8957424,0.8944724,0.89826167,5312.0
2660,2660,2660,Methyl tert-butyl ether,0.42,20.0,300,59.0,-37.5,0,0,22.0,CC(C)(C)OC,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,Unknown,-0.214762481,295.298,2.972200000000001,295.298,2.972200000000001,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,-0.0848487367239538,0,0,0,-0.22671384,0.036534548,2660.0,0.0,0.5163551988236085,-0.23453748,-0.24555606,-0.29825944,3079.0
2661,2661,2661,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,Unknown,0.98,222.287,3.527800000000002,222.287,3.527800000000002,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,1.6777807052660805,0,0,0,0.9558766,0.95413864,2661.0,0.0,1.5232478365296451,0.97394884,0.93768907,0.96959543,2158.0
2662,2662,2662,Methanol,0.179221384,10.0,500,82.0,0.0,0,1,22.0,CO,C1=CC2=C(C=CN2)C=C1F,C1=CC2=C(C=CN2)C=C1F,Unknown,0.084834131,135.14099999999996,2.3069999999999995,135.14099999999996,2.3069999999999995,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0380258915394876,0,0,0,0.06445405,0.1006124,2662.0,0.0,0.5163551988236085,0.068106085,0.08822936,0.06840059,3189.0
2663,2663,2663,Ethyl acetate,5.36,5.0,220,-1.0,0.0,1,1,30.0,O(C(C)=O)CC,O=C(OCC(COC(CCCCCCC/C=C/CCCCCCCC)=O)OC(CCCCCCC/C=C/CCCCCCCC)=O)CCCCCCC/C=C/CCCCCCCC,O=C(OCC(COC(CCCCCCC/C=C/CCCCCCCC)=O)OC(CCCCCCC/C=C/CCCCCCCC)=O)CCCCCCC/C=C/CCCCCCCC,Unknown,1.0,885.4529999999991,18.097099999999976,885.4529999999991,18.097099999999976,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,0,1,0,0,SM122,1,0,CF,3.0,0,0,0,0.99967813,1.0,2663.0,0.0,1.5484506401593658,0.9925046,0.99497306,0.8793179,358.0
2664,2664,2664,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,CCCC1=CC=CC=C1,CCCC1=CC=CC=C1,Unknown,0.515062019,120.19499999999996,2.639100000000001,120.19499999999996,2.639100000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.3134191550755476,0,0,0,0.50271976,0.4417372,2664.0,0.0,0.9230649774798896,0.50559634,0.5192124,0.5161517,4834.0
2665,2665,2665,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,C1CCN(C1)c2cc[nH+]cc2,C1CCN(C1)c2cc[nH+]cc2,Unknown,0.91,149.21699999999998,1.1009,149.21699999999998,1.1009,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.0409586076789066,0,0,0,0.9105513,0.8814349,2665.0,0.0,1.4328856767355134,0.91342986,0.91466147,0.8981538,4704.0
2666,2666,2666,Acetonitrile,8.79,10.0,500,59.0,-31.0,0,0,25.0,C(C)#N,C=C(C1=CC=CC=C1)CC(C)(C)C2=CC=CC=C2,C=C(C1=CC=CC=C1)CC(C)(C)C2=CC=CC=C2,Unknown,0.659,236.358,5.067700000000005,236.358,5.067700000000005,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,0.465973893943865,0,0,0,0.7046079,0.73260295,2666.0,0.0,1.1088727894736992,0.6585156,0.69728136,0.7037242,1082.0
2667,2667,2667,n-Heptane,1.428571429,20.0,500,82.0,0.0,0,1,22.0,CCCCCCC,Brc1cc(Br)cc(Br)c1,Brc1cc(Br)cc(Br)c1,Unknown,0.013772151,314.802,3.974100000000001,314.802,3.974100000000001,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.00558260199759,0,0,0,-0.005870104,0.10338369,2667.0,0.0,0.5161502133864553,0.017825305,-0.022559762,-0.108569205,1202.0
2668,2668,2668,n-Heptane,7.156084656,20.0,300,87.0,-8.0,0,0,22.0,CCCCCCC,c1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1,Unknown,0.023065512,154.21199999999996,3.353600000000001,154.21199999999996,3.353600000000001,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0096902377001926,0,0,0,0.0038026571,0.047418952,2668.0,0.0,0.5161502133864553,0.0382863,0.027094126,-0.024546206,821.0
2669,2669,2669,2-Methyltetrahydrofuran,48.05898411,20.0,300,87.0,-8.0,0,0,22.0,CC1CCCO1,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],Unknown,0.372533905,331.9290000000001,3.0895000000000006,331.9290000000001,3.0895000000000006,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.2017181470179491,1,0,0,0.36479306,0.35799342,2669.0,0.0,1.0,0.3980792,0.3556533,0.37652805,671.0
2670,2670,2670,Ethanol,0.227163745,20.0,300,87.0,-8.0,0,0,22.0,C(C)O,CCC(C(=O)O)c1ccccc1,CCC(C(=O)O)c1ccccc1,Unknown,0.231651286,164.20399999999998,2.2648,164.20399999999998,2.2648,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.1138767678201659,0,0,0,0.17436025,0.1216,2670.0,0.0,0.5572134640124906,0.19262972,0.2412574,0.24509594,4036.0
2671,2671,2671,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,CC1=CC(=CC(=C1N)C)Br,CC1=CC(=CC(=C1N)C)Br,Unknown,0.62,200.079,2.6481400000000006,200.079,2.6481400000000006,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.4190750243243807,0,0,0,0.58528537,0.6262067,2671.0,0.0,1.0585281575883974,0.6183285,0.589443,0.58356655,3130.0
2672,2672,2672,Toluene,0.26,20.0,300,59.0,-37.5,0,0,22.0,Cc1ccccc1,OC1CCC2=C1C=CC=C2,OC1CCC2=C1C=CC=C2,Unknown,0.015862888,134.17799999999997,1.6662,134.17799999999997,1.6662,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.0065033199177008,0,0,0,-0.019119859,-0.044319153,2672.0,0.0,0.5163551988236085,-0.016171634,-0.0022639036,0.04381904,4941.0
2673,2673,2673,n-Heptane,1.428571429,20.0,500,82.0,0.0,0,1,22.0,CCCCCCC,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,Unknown,-0.046716986,218.202,3.195800000000002,218.202,3.195800000000002,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,-0.0202439849208967,0,0,0,-0.04524845,-0.0052989125,2673.0,0.0,0.5163551988236085,-0.0501495,-0.058573127,-0.03913939,272.0
2674,2674,2674,Toluene,2.16,40.0,600,-1.0,0.0,1,1,25.0,Cc1ccccc1,CCCCCCCCCCCCCC,CCCCCCCCCCCCCC,Unknown,0.241,198.39399999999995,5.707400000000006,198.39399999999995,5.707400000000006,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.1191864077192086,0,0,0,0.2282983,0.23886383,2674.0,0.0,0.569055610258567,0.23906454,0.24909633,0.2547665,459.0
2675,2675,2675,n-Heptane,3.121693122,20.0,200,34.0,-15.0,0,0,22.0,CCCCCCC,CC1=NC=CC=C1,CC1=NC=CC=C1,Unknown,0.021698388,93.12899999999998,1.39002,93.12899999999998,1.39002,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.0090835306137678,0,0,0,0.006411195,0.044511765,2675.0,0.0,0.5163551988236085,0.01754129,0.027032286,0.025026977,1185.0
2676,2676,2676,Toluene,2.4,20.0,600,-1.0,0.0,1,1,25.0,Cc1ccccc1,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C)(C)C%12=CC=CC=C%12,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C)(C)C%12=CC=CC=C%12,Unknown,0.97,1279.8939999999998,26.89700000000007,1279.8939999999998,26.89700000000007,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,1.508638306165727,0,0,0,0.9768023,0.9813144,2676.0,0.0,1.5103389565590546,0.9771754,0.967286,0.9618876,3602.0
2677,2677,2677,Methanol,0.179221384,10.0,500,82.0,0.0,0,1,22.0,CO,COC(=O)C1=CC=C(C=C1)I,COC(=O)C1=CC=C(C=C1)I,Unknown,-0.033142715,262.046,2.0778,262.046,2.0778,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,-0.0145804769204437,0,0,0,-0.04532832,3.1650066e-05,2677.0,0.0,0.5161502133864553,-0.056842268,-0.025048375,-0.0105140805,1280.0
2678,2678,2678,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,NC(C)C1=CC=CC=C1,NC(C)C1=CC=CC=C1,Unknown,0.61,121.18299999999996,1.7063,121.18299999999996,1.7063,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.4078232426041331,0,0,0,0.58797765,0.6219138,2678.0,0.0,1.045619277617807,0.59536797,0.60314363,0.6304838,2616.0
2679,2679,2679,Toluene,4.285714286,20.0,300,87.0,-8.0,0,0,22.0,Cc1ccccc1,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,Unknown,0.08608733,310.393,4.448400000000004,310.393,4.448400000000004,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0386203581162216,0,0,0,0.07889351,0.20646954,2679.0,0.0,0.5163551988236085,0.082675934,0.072175354,0.07815224,1554.0
2680,2680,2680,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,C1CC2=CC=CC=C2C1O,C1CC2=CC=CC=C2C1O,Unknown,0.147784144,134.17799999999997,1.6662,134.17799999999997,1.6662,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0689410823021693,0,0,0,0.1308313,0.17186403,2680.0,0.0,0.5163551988236085,0.14324361,0.09327778,0.16127655,4454.0
