,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,rejection_mcmpnn_combi_v40_fold1,rejection_mcmpnn_combi_v40_fold2,rejection_mcmpnn_combi_v40_fold0,rejection_mcmpnn_combi_v40_fold3,is_augmented,id_original,rejection_mcmpnn_combi_v40_fold4,loss_weight,Unnamed: 0.1
3152,3152,3152,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,C1OC2=C(O1)C=C(C=C2)O,C1OC2=C(O1)C=C(C=C2)O,Unknown,0.032116996,138.122,1.1209,138.122,1.1209,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.013728662355702,0,0,0,0.18498573,0.05120632,0.05444467,0.06100449,0.0,3152.0,0.041951925,0.5163551988236085,2434.0
3153,3153,3153,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,C1=CC(=CN=C1)CCCO,C1=CC(=CN=C1)CCCO,Unknown,0.47,137.182,1.0065,137.182,1.0065,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.2749054789185309,1,0,0,0.42413896,0.40718836,0.40403926,0.5002616,0.0,3153.0,0.3467614,1.0,755.0
3154,3154,3154,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,C1=CC(=CC=C1O)Br,C1=CC(=CC=C1O)Br,Unknown,0.452681138,173.00899999999996,2.1547000000000005,173.00899999999996,2.1547000000000005,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.2609668142631163,0,0,0,0.44382566,0.43917635,0.4454091,0.102947205,0.0,3154.0,0.44055614,0.8425382469510225,5174.0
3155,3155,3155,Acetone,2.46,10.0,600,-1.0,0.0,1,1,25.0,CC(=O)C,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C)(C)C7=CC=CC=C7,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C)(C)C7=CC=CC=C7,Unknown,0.794,759.134,16.02749999999996,759.134,16.02749999999996,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.6840296545430823,0,0,0,0.81432974,0.8098202,0.83305466,0.81885016,0.0,3155.0,0.80492115,1.2831426690766672,2380.0
3156,3156,3156,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,CC1=C(N=C(C(=N1)C)C)C,CC1=C(N=C(C(=N1)C)C)C,Unknown,0.832037019,136.198,1.71028,136.198,1.71028,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.7722084368568054,0,0,0,0.80674565,0.774217,0.7882693,0.7906937,0.0,3156.0,0.81064165,1.3322442003476729,2459.0
3157,3157,3157,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,O=C(C1=CC=C2C=C(C(OC)=O)C=CC2=C1)OC,O=C(C1=CC=C2C=C(C(OC)=O)C=CC2=C1)OC,Unknown,0.48,244.246,2.4130000000000003,244.246,2.4130000000000003,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.2831622767004755,0,0,0,0.41429132,0.48478204,0.44518906,0.46533608,0.0,3157.0,0.2553313,0.8774553627569739,948.0
3158,3158,3158,n-Heptane,0.225,20.0,300,59.0,-37.5,0,0,22.0,CCCCCCC,COC1=CC(OC)=CC(OC)=C1,COC1=CC(OC)=CC(OC)=C1,Unknown,-0.040410146,168.19199999999998,1.7124,168.19199999999998,1.7124,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,-0.0176218044999853,0,0,0,-0.107905805,-0.054046333,-0.03276694,-0.030474484,0.0,3158.0,-0.03971857,0.5163551988236085,5060.0
3159,3159,3159,2-Methyltetrahydrofuran,0.43,20.0,300,59.0,-37.5,0,0,22.0,CC1CCCO1,C12=CC=CC=C1NC=N2,C12=CC=CC=C1NC=N2,Unknown,-0.037449984,118.139,1.5628999999999995,118.139,1.5628999999999995,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,-0.016385583975691,0,0,0,-0.023319721,-0.056443036,-0.0714035,0.35474002,0.0,3159.0,-0.03660798,0.5163551988236085,1906.0
3160,3160,3160,Toluene,1.362433862,20.0,500,82.0,0.0,0,1,22.0,Cc1ccccc1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,Unknown,0.021516836,156.188,2.1436,156.188,2.1436,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0090030245439123,0,0,0,0.033382922,-0.026146472,0.007186353,0.039264977,0.0,3160.0,0.030192047,0.5163551988236085,4343.0
3161,3161,3161,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,C1=CC=C(C=C1)C(CO)O,C1=CC=C(C=C1)C(CO)O,Unknown,0.59,138.16599999999997,0.7122999999999999,138.16599999999997,0.7122999999999999,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.3861581781239308,0,0,0,0.56621385,0.58655006,0.58341235,0.5837961,0.0,3161.0,0.58212817,1.0198015176766266,4915.0
3162,3162,3162,Ethanol,0.227163745,20.0,300,87.0,-8.0,0,0,22.0,C(C)O,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,Unknown,0.032828555,197.024,2.736760000000001,197.024,2.736760000000001,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0140477304761754,0,0,0,0.021101475,0.024926007,0.089211315,0.033233523,0.0,3162.0,0.04523045,0.5163551988236085,2909.0
3163,3163,3163,Methanol,4.618653659,20.0,200,34.0,-15.0,0,0,22.0,CO,COC1=C(C=CC(=C1)Br)C=O,COC1=C(C=CC(=C1)Br)C=O,Unknown,0.368804281,215.046,2.2702,215.046,2.2702,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.1991484493711179,0,0,0,0.36017665,0.31875044,0.34474295,0.297229,0.0,3163.0,0.035345793,0.7339711275331982,595.0
3164,3164,3164,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,Unknown,1.0,438.4350000000001,5.782200000000004,438.4350000000001,5.782200000000004,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,3.0,0,0,0,0.9957739,0.9878869,1.0,1.0,0.0,3164.0,0.9946027,1.5484506401593658,810.0
3165,3165,3165,Ethanol,0.227163745,20.0,300,87.0,-8.0,0,0,22.0,C(C)O,C1=CC2=C(C=CN2)C(=C1)Cl,C1=CC2=C(C=CN2)C(=C1)Cl,Unknown,0.07228601,151.59599999999998,2.821300000000001,151.59599999999998,2.821300000000001,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0321180122596127,0,0,0,0.04325834,0.07107219,0.05600363,0.033311874,0.0,3165.0,0.08730358,0.5163551988236085,2244.0
3166,3166,3166,2-propanol,0.322751323,20.0,300,87.0,-8.0,0,0,22.0,C(C)(C)O,C=Cc1ccc(C(C)(C)C)cc1,C=Cc1ccc(C(C)(C)C)cc1,Unknown,-0.11381578,160.26,3.627100000000002,160.26,3.627100000000002,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0472031074384871,0,0,0,-0.11715454,-0.14070958,-0.11012024,-0.10778594,0.0,3166.0,-0.010843098,0.5161502133864553,85.0
3167,3167,3167,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,OC1=CC=C(NC(C)=O)C=C1,OC1=CC=C(NC(C)=O)C=C1,Unknown,0.65,151.16500000000002,1.3505999999999998,151.16500000000002,1.3505999999999998,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.4546928835341759,0,0,0,0.698387,0.81983757,0.6908487,0.65836835,0.0,3167.0,0.6971425,1.097254797500168,316.0
3168,3168,3168,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,COC1=CC(OC)=CC(Br)=C1,COC1=CC(OC)=CC(Br)=C1,Unknown,0.72,217.062,2.4663000000000004,217.062,2.4663000000000004,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.5512936800949201,0,0,0,0.7198406,0.678837,0.66917247,0.65555114,0.0,3168.0,0.6755693,1.1876169572942994,1787.0
3169,3169,3169,Toluene,1.362433862,20.0,500,82.0,0.0,0,1,22.0,Cc1ccccc1,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,Unknown,0.075762011,222.287,3.527800000000002,222.287,3.527800000000002,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0337465440008915,0,0,0,0.10608032,0.09427941,0.0821259,0.08508417,0.0,3169.0,0.07603404,0.5163551988236085,604.0
3170,3170,3170,Acetonitrile,8.79,10.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C)(C)C5=CC=CC=C5,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C)(C)C5=CC=CC=C5,Unknown,0.763,550.8300000000003,11.679699999999986,550.8300000000003,11.679699999999986,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,0.623423042943488,0,0,0,0.857159,0.7841072,0.827868,0.83470726,0.0,3170.0,0.8216709,1.2431251411678372,1609.0
3171,3171,3171,Acetone,2.18,20.0,600,-1.0,0.0,1,1,25.0,CC(=O)C,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C)(C)C6=CC=CC=C6,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C)(C)C6=CC=CC=C6,Unknown,0.849,654.9820000000001,13.853599999999972,654.9820000000001,13.853599999999972,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.8181564120552274,0,0,0,0.8421446,0.84487784,0.8494921,0.8687505,0.0,3171.0,0.848379,1.3541415089149134,2838.0
3172,3172,3172,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,O=[N+](C1=CC=C(I)C=C1)[O-],O=[N+](C1=CC=C(I)C=C1)[O-],Unknown,0.32,249.007,2.1994,249.007,2.1994,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.1668528880872148,0,0,0,0.28706065,0.31537622,0.30839965,0.29246992,0.0,3172.0,0.33081007,0.6709952774023918,1076.0
3173,3173,3173,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,CC1=C(C2=CC(F)=CC=C2/C1=CC3=CC=C(S(C)=O)C=C3)CC(O)=O,CC1=C(C2=CC(F)=CC=C2/C1=CC3=CC=C(S(C)=O)C=C3)CC(O)=O,Unknown,1.0,356.4180000000001,4.365500000000004,356.4180000000001,4.365500000000004,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,3.0,1,0,0,1.0,0.99434686,0.9887458,1.0,0.0,3173.0,0.9896226,1.0,568.0
3174,3174,3174,Toluene,1.362433862,20.0,500,82.0,0.0,0,1,22.0,Cc1ccccc1,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,Unknown,0.155622527,222.67900000000003,2.06628,222.67900000000003,2.06628,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0729493291142183,0,0,0,0.17117622,0.13822886,0.14654982,0.1508398,0.0,3174.0,0.15028867,0.5163551988236085,1575.0
3175,3175,3175,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,CC1=NC2=CC(=C(C=C2N1)Cl)Cl,CC1=NC2=CC(=C(C=C2N1)Cl)Cl,Unknown,0.735285179,201.056,3.1781200000000007,201.056,3.1781200000000007,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.5755842209039832,0,0,0,0.7717925,0.7425978,0.737414,0.70064974,0.0,3175.0,0.7233981,1.207348411398298,1559.0
3176,3176,3176,Acetone,2.065696649,20.0,300,87.0,-8.0,0,0,22.0,CC(=O)C,COC1=CC2=C(C=C1)C=CN2,COC1=CC2=C(C=C1)C=CN2,Unknown,0.339945411,147.177,2.1765,147.177,2.1765,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.1797626755785494,0,0,0,0.32097608,0.331322,0.3492059,0.33574682,0.0,3176.0,0.3619873,0.697009050127,4551.0
3177,3177,3177,n-Heptane,3.121693122,20.0,200,34.0,-15.0,0,0,22.0,CCCCCCC,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,Unknown,0.026786736,218.202,3.195800000000002,218.202,3.195800000000002,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.0113459617661036,0,0,0,-0.0041659474,0.03734657,-0.0041384697,0.0015698671,0.0,3177.0,-0.028230608,0.5161502133864553,492.0
3178,3178,3178,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,O=C(O)C1=CN=CC=C1,O=C(O)C1=CN=CC=C1,Unknown,0.23,123.11099999999998,0.7797999999999999,123.11099999999998,0.7797999999999999,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.112945621949043,0,0,0,0.2225936,0.22807816,0.20889407,0.25742018,0.0,3178.0,0.21581936,0.5550818387353791,2336.0
3179,3179,3179,Methanol,1.46,30.0,500,59.0,-31.0,0,0,25.0,CO,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)CO,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)CO,Unknown,0.8237,366.4950000000001,1.385000000000001,366.4950000000001,1.385000000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,1,0,0,0,0,0,0,0,DM500,0,1,DE,0.7512912643990821,0,0,0,0.8359579,0.8233282,0.8287028,0.7999738,0.0,3179.0,0.84118575,1.3214820425893197,746.0
3180,3180,3180,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,Unknown,0.836892569,218.202,3.195800000000002,218.202,3.195800000000002,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.7848717530771503,0,0,0,0.84082943,0.812217,0.83574545,0.83986783,0.0,3180.0,0.83287585,1.3385121715617931,2598.0
3181,3181,3181,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,C1=CC2=C(C=CN2)C(=C1)F,C1=CC2=C(C=CN2)C(=C1)F,Unknown,0.138923876,135.14099999999996,2.3069999999999995,135.14099999999996,2.3069999999999995,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0644543829300009,0,0,0,0.08188251,0.13790959,0.09185228,0.06970227,0.0,3181.0,0.105011344,0.5163551988236085,3777.0
3182,3182,3182,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,Unknown,0.99,248.717,2.5238,248.717,2.5238,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.9586073148417744,0,0,0,0.9647454,0.9730469,0.9898609,0.97005117,0.0,3182.0,0.9915406,1.5361567165002352,2296.0
3183,3183,3183,2-Methyltetrahydrofuran,8.90717603,20.0,500,82.0,0.0,0,1,22.0,CC1CCCO1,OC1=CC=C(NC(C)=O)C=C1,OC1=CC=C(NC(C)=O)C=C1,Unknown,0.453946832,151.16500000000002,1.3505999999999998,151.16500000000002,1.3505999999999998,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.2619704626119196,0,0,0,0.46573216,0.46122488,0.56880105,0.4839507,0.0,3183.0,0.4610491,0.8441721161435722,4327.0
3184,3184,3184,2-Methyltetrahydrofuran,0.43,20.0,300,59.0,-37.5,0,0,22.0,CC1CCCO1,C1=CC=C(C=C1)C(CBr)O,C1=CC=C(C=C1)C(CBr)O,Unknown,0.18451738,201.063,2.114900000000001,201.063,2.114900000000001,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.088053055407938,0,0,0,0.18517378,0.1678591,0.18474776,0.32301915,0.0,3184.0,0.16528243,0.5163551988236085,2977.0
3185,3185,3185,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,C=Cc1ccc(C(C)(C)C)cc1,C=Cc1ccc(C(C)(C)C)cc1,Unknown,0.93,160.26,3.627100000000002,160.26,3.627100000000002,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,1.148741651280925,0,0,0,0.9332146,0.9245763,0.9398116,0.92573255,0.0,3185.0,0.9248652,1.458703436676694,2.0
3186,3186,3186,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,C1=CC2=C(C=CN2)C(=C1)F,C1=CC2=C(C=CN2)C(=C1)F,Unknown,0.586923056,135.14099999999996,2.3069999999999995,135.14099999999996,2.3069999999999995,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.3829189505464905,0,0,0,0.5857665,0.60250574,0.6021124,0.59124994,0.0,3186.0,0.60539097,1.015829527599404,3701.0
3187,3187,3187,Acetonitrile,3.677248677,20.0,200,34.0,-15.0,0,0,22.0,C(C)#N,NC1=CC=CC(N)=C1,NC1=CC=CC(N)=C1,Unknown,0.371189358,108.144,0.851,108.144,0.851,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.2007900053018425,1,0,0,0.5544459,0.5059711,0.54422146,0.5519402,0.0,3187.0,0.45132023,1.0,560.0
3188,3188,3188,Methanol,11.54,20.0,220,-1.0,0.0,1,1,35.0,CO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],Unknown,0.935,655.1300000000001,14.32299999999997,655.1300000000001,14.32299999999997,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,1,0,0,SM122,0,1,DE,1.1804560644581317,0,0,0,0.9660227,0.930195,0.94809306,0.94053984,0.0,3188.0,0.93549716,1.4651578766619893,890.0
3189,3189,3189,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,IC1=CC=C(I)C=C1,IC1=CC=C(I)C=C1,Unknown,0.47,329.906,2.8958000000000013,329.906,2.8958000000000013,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.2749054789185309,0,0,0,0.48698068,0.48258835,0.49483505,0.483759,0.0,3189.0,0.47506398,0.8648949580295441,2999.0
3190,3190,3190,Methyl tert-butyl ether,64.75433947,20.0,300,87.0,-8.0,0,0,22.0,CC(C)(C)OC,OC1=CC=C(NC(C)=O)C=C1,OC1=CC=C(NC(C)=O)C=C1,Unknown,0.385460615,151.16500000000002,1.3505999999999998,151.16500000000002,1.3505999999999998,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.2107441537140777,0,0,0,0.41270313,0.4519606,0.39447466,0.40158257,0.0,3190.0,0.3924325,0.7557640806542928,2628.0
3191,3191,3191,Methyl tert-butyl ether,0.42,20.0,300,59.0,-37.5,0,0,22.0,CC(C)(C)OC,NC1=CC(C)=CC=C1C,NC1=CC(C)=CC=C1C,Unknown,-0.079196854,121.18299999999998,1.88564,121.18299999999998,1.88564,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,-0.0335029080938234,0,0,0,-0.09749913,-0.0836333,-0.07288265,-0.14419562,0.0,3191.0,-0.061411798,0.5163551988236085,3576.0
3192,3192,3192,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,OC1=CC=C([N+]([O-])=O)C=C1,OC1=CC=C([N+]([O-])=O)C=C1,Unknown,0.34,139.11,1.3003999999999998,139.11,1.3003999999999998,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.1797985405143598,1,0,0,0.2746681,0.2907305,0.24629024,0.30274194,0.0,3192.0,0.29984945,1.0,387.0
3193,3193,3193,Toluene,4.285714286,20.0,300,87.0,-8.0,0,0,22.0,Cc1ccccc1,CC1=CC=CC2=CC=CC=C12,CC1=CC=CC2=CC=CC=C12,Unknown,0.021637266,142.201,3.148220000000002,142.201,3.148220000000002,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0090564254618456,0,0,0,0.06554437,0.026096463,0.02753231,0.033890337,0.0,3193.0,0.048762232,0.5163551988236085,4380.0
3194,3194,3194,Methyl tert-butyl ether,28.75928816,20.0,200,34.0,-15.0,0,0,22.0,CC(C)(C)OC,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,Unknown,0.24950995,299.355,3.892400000000001,299.355,3.892400000000001,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.1240767652549867,0,0,0,0.2381686,0.07747033,0.25427118,0.20444652,0.0,3194.0,0.28000575,0.5802669990136008,3178.0
3195,3195,3195,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,OC1=CC=C(C2=CC(C3=CC=C(O)C=C3)=CC(C4=CC=C(O)C=C4)=C2)C=C1,OC1=CC=C(C2=CC(C3=CC=C(O)C=C3)=CC(C4=CC=C(O)C=C4)=C2)C=C1,Unknown,1.0,354.4050000000001,5.8044000000000056,354.4050000000001,5.8044000000000056,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,3.0,0,0,0,0.98083305,0.99622715,0.99990696,0.9965546,0.0,3195.0,0.9934678,1.549065596470825,2925.0
3196,3196,3196,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,N#CC1=CC=C(N)C=C1,N#CC1=CC=C(N)C=C1,Unknown,0.39,118.13899999999998,1.14048,118.13899999999998,1.14048,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.2139587897574457,0,0,0,0.42330942,0.38488698,0.42612833,0.4142598,0.0,3196.0,0.40872175,0.7613215647450216,1217.0
