,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,Unnamed: 0.1,id_original,rejection_mcmpnn_pt_v40_fold3,rejection_mcmpnn_pt_v40_fold1,rejection_mcmpnn_pt_v40_fold4,rejection_mcmpnn_pt_v40_fold2,is_augmented,rejection_mcmpnn_pt_v40_fold0,loss_weight
3198,3198,3198,Ethanol,0.888617555,20.0,200,34.0,-15.0,0,0,22.0,C(C)O,O=C1NC2=C(C=CC=C2F)C1=O,O=C1NC2=C(C=CC=C2F)C1=O,Unknown,0.123552489,165.12299999999996,0.9605,165.12299999999996,0.9605,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,0.0567788536255196,0,0,0,3627.0,3198.0,0.11109191,0.14366513,0.12122169,0.13976413,0.0,0.119683325,0.5246974465921277
3199,3199,3199,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,CC1=NC(C)=CC=C1,CC1=NC(C)=CC=C1,Unknown,0.68,107.15599999999996,1.69844,107.15599999999996,1.69844,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.493494967595128,0,0,0,846.0,3199.0,0.68475115,0.66908693,0.6873882,0.67366016,0.0,0.67996854,1.1538230660218547
3200,3200,3200,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,C1(C2=CC=NC=C2)=CC=NC=C1,C1(C2=CC=NC=C2)=CC=NC=C1,Unknown,0.630865182,156.188,2.1436,156.188,2.1436,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.4316400595846185,0,0,0,441.0,3200.0,0.68434674,0.6694813,0.62001646,0.67099774,0.0,0.66982096,1.0898820986442586
3201,3201,3201,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C,Unknown,0.99,206.285,3.0732000000000017,206.285,3.0732000000000017,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,1.9586073148417744,0,0,0,360.0,3201.0,0.9918443,0.9897343,0.98232126,0.9928255,0.0,0.9585483,1.56097490361158
3202,3202,3202,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,Unknown,0.99685565,326.831,2.0298999999999987,326.831,2.0298999999999987,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,2.3825435745345445,0,0,0,3330.0,3202.0,1.0,0.91298425,0.9855113,1.0,0.0,1.0,1.5699677587359029
3203,3203,3203,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,Unknown,0.95,204.357,5.056800000000004,204.357,5.056800000000004,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.2924298239020633,0,0,0,258.0,3203.0,0.9494965,0.9368827,0.9436001,0.9553891,0.0,0.96037126,1.50783696127856
3204,3204,3204,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,COC1=CC(OC)=CC(Br)=C1,COC1=CC(OC)=CC(Br)=C1,Unknown,0.331376197,217.062,2.4663000000000004,217.062,2.4663000000000004,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.1741691169505525,0,0,0,631.0,3204.0,0.31755212,0.16942722,0.33717173,0.34272906,0.0,0.3309521,0.6970293343643386
3205,3205,3205,Acetone,2.065696649,20.0,300,87.0,-8.0,0,0,22.0,CC(=O)C,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,Unknown,0.978355627,785.8909999999998,6.157840000000006,785.8909999999998,6.157840000000006,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,1.64503969999361,0,0,0,80.0,3205.0,0.97346604,0.93591106,0.97384953,0.9618101,0.0,0.9756945,1.5457004716609142
3206,3206,3206,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O,Unknown,0.998732006,396.3580000000001,3.698800000000001,396.3580000000001,3.698800000000001,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,2.6443580987078525,0,0,0,1462.0,3206.0,0.98384297,0.9884523,1.0,0.9492049,0.0,1.0,1.5724290567411476
3207,3207,3207,n-Heptane,3.121693122,20.0,200,34.0,-15.0,0,0,22.0,CCCCCCC,C1=CC(=C(C=C1[N+](=O)[O-])O)N,C1=CC(=C(C=C1[N+](=O)[O-])O)N,Unknown,-0.016476508,154.125,0.8826000000000003,154.125,0.8826000000000003,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,-0.0075243908075794,0,0,0,2795.0,3207.0,-0.010615945,-0.017419457,-0.0080810785,0.012319863,0.0,0.010370731,0.5246974465921277
3208,3208,3208,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,Unknown,0.99,521.4370000000001,4.8692000000000055,521.4370000000001,4.8692000000000055,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.9586073148417744,0,0,0,764.0,3208.0,0.98986095,0.97324324,0.9700823,0.9929959,0.0,0.9847561,1.56097490361158
3209,3209,3209,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,COC1=CC=C(C=C1)I,COC1=CC=C(C=C1)I,Unknown,0.18,234.036,2.2998000000000003,234.036,2.2998000000000003,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.0856568428805591,0,0,0,2251.0,3209.0,0.14173058,0.14501727,0.17264515,0.18388155,0.0,0.113619804,0.5246974465921277
3210,3210,3210,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,NC1=CC(OC)=CC(OC)=C1,NC1=CC(OC)=CC(OC)=C1,Unknown,0.459454361,153.18099999999998,1.286,153.18099999999998,1.286,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.2663649371353658,0,0,0,304.0,3210.0,0.4591259,0.4520138,0.4650568,0.46009365,0.0,0.3832285,0.865035048401858
3211,3211,3211,Toluene,2.16,30.0,600,-1.0,0.0,1,1,25.0,Cc1ccccc1,CC(CC(C(C)(C)C(C1=CC=CC=C1)(C)C)C2=CC=CC=C2)C3=CC=CC=C3,CC(CC(C(C)(C)C(C1=CC=CC=C1)(C)C)C2=CC=CC=C2)C3=CC=CC=C3,Unknown,0.824,370.5800000000001,7.968000000000008,370.5800000000001,7.968000000000008,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.7520267336381933,0,0,0,266.0,3211.0,0.79344296,0.79594743,0.7910038,0.8185573,0.0,0.821568,1.343225463275847
3212,3212,3212,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,COC1=CC=C(Br)C=C1,COC1=CC=C(Br)C=C1,Unknown,0.19,187.036,2.4577,187.036,2.4577,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.0909791457888439,0,0,0,527.0,3212.0,0.16893747,0.18505996,0.27354777,0.2227937,0.0,0.19985059,0.5244650300099339
3213,3213,3213,Acetonitrile,0.53,10.0,600,-1.0,0.0,1,1,25.0,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C)(C)C%15=CC=CC=C%15,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C)(C)C%15=CC=CC=C%15,Unknown,0.938,1592.35,33.418700000000094,1592.35,33.418700000000094,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,1.200659450546418,0,0,0,108.0,3213.0,0.9153781,0.88503724,0.87688863,0.9134549,0.0,0.9099979,1.492103010378262
3214,3214,3214,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,CCCC[N+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F,CCCC[N+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F,Unknown,0.95,387.4329999999998,8.386000000000005,387.4329999999998,8.386000000000005,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,1.2924298239020633,0,0,0,813.0,3214.0,0.94177604,0.9418944,0.9394349,0.9504732,0.0,0.8582316,1.508505158952367
3215,3215,3215,Ethyl acetate,0.27,20.0,300,59.0,-37.5,0,0,22.0,O(C(C)=O)CC,Cc1ccc(I)cc1,Cc1ccc(I)cc1,Unknown,0.207042073,218.03700000000003,2.5996200000000007,218.03700000000003,2.5996200000000007,0.5,nf10k,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.1002025108674384,0,0,0,3390.0,3215.0,0.16349736,0.1959317,0.19719717,0.15519723,0.0,0.19062364,0.533934840896666
3216,3216,3216,Methanol,0.7475,20.0,150,59.0,0.0,0,1,22.0,CO,OC1=CC=CC=C1N,OC1=CC=CC=C1N,Unknown,0.44,109.128,0.9744,109.128,0.9744,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.2510371387438385,0,0,0,3925.0,3216.0,0.4249283,0.41866183,0.4441902,0.46256587,0.0,0.4288387,0.8395159145474044
3217,3217,3217,Ethanol,0.7,40.0,300,59.0,-37.5,0,0,25.0,C(C)O,CCCCCCCCCCCC,CCCCCCCCCCCC,Unknown,0.809,170.33999999999995,4.9272000000000045,170.33999999999995,4.9272000000000045,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.7166987712964505,0,0,0,1470.0,3217.0,0.8157358,0.797287,0.8071543,0.80409205,0.0,0.80835557,1.323549309028642
3218,3218,3218,2-propanol,0.066137566,20.0,300,59.0,-37.5,0,0,22.0,C(C)(C)O,CC1=CC(O)=CC=C1,CC1=CC(O)=CC=C1,Unknown,0.204307718,108.13999999999996,1.7006199999999998,108.13999999999996,1.7006199999999998,0.5,nf10k,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.09870939006557,1,0,0,1835.0,3218.0,0.23963976,0.29373538,0.30750898,0.3068686,0.0,0.2676176,1.0
3219,3219,3219,Acetonitrile,2.142857143,20.0,300,87.0,-8.0,0,0,22.0,C(C)#N,COC1=CC=C(C=C1)OC,COC1=CC=C(C=C1)OC,Unknown,-0.051236191,138.16599999999997,1.7038,138.16599999999997,1.7038,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0221132350027614,0,0,0,1002.0,3219.0,-0.06533486,0.049901634,-0.028746307,-0.042093396,0.0,-0.0393821,0.5246974465921277
3220,3220,3220,Dimethylformamide,0.9,20.0,300,59.0,-37.5,0,0,22.0,O=CN(C)C,NC1=C(C(S(O)(=O)=O)=CC2=C1C(O)=C(C(S(O)(=O)=O)=C2)/N=N/C3=CC=CC=C3)/N=N/C4=CC=C(C=C4)[N+]([O-])=O,NC1=C(C(S(O)(=O)=O)=CC2=C1C(O)=C(C(S(O)(=O)=O)=C2)/N=N/C3=CC=CC=C3)/N=N/C4=CC=C(C=C4)[N+]([O-])=O,Unknown,0.953376907,572.5370000000001,5.360000000000002,572.5370000000001,5.360000000000002,0.5,nf10k,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.3221824016818635,0,0,0,377.0,3220.0,0.94327796,0.9363047,0.9957976,0.9588741,0.0,0.95410573,1.5122646353562994
3221,3221,3221,Toluene,3.121693122,20.0,200,34.0,-15.0,0,0,22.0,Cc1ccccc1,C1(C2=CC=CC=C2)=NC=CN1,C1(C2=CC=CC=C2)=NC=CN1,Unknown,-0.085069934,144.17700000000002,2.0767,144.17700000000002,2.0767,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,-0.0358577911574544,0,0,0,346.0,3221.0,-0.10187048,-0.0713343,-0.024048686,-0.08647901,0.0,-0.08493078,0.5244650300099339
3222,3222,3222,Ethanol,0.227163745,20.0,300,87.0,-8.0,0,0,22.0,C(C)O,NC1=CC=C(Cl)C(Cl)=C1,NC1=CC=C(Cl)C(Cl)=C1,Unknown,0.089254697,162.019,2.575600000000001,162.019,2.575600000000001,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0401264653450677,0,0,0,2636.0,3222.0,0.09032363,0.112989575,0.10077393,0.12570155,0.0,0.06953591,0.5246974465921277
3223,3223,3223,Toluene,2.16,20.0,600,-1.0,0.0,1,1,25.0,Cc1ccccc1,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,Unknown,0.41,226.44799999999992,6.487600000000007,226.44799999999992,6.487600000000007,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.2284125191187445,0,0,0,1614.0,3223.0,0.39489156,0.40732792,0.41114447,0.41279092,0.0,0.3933738,0.8001636060529946
3224,3224,3224,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,Cc1cc(O)cc(C)c1C,Cc1cc(O)cc(C)c1C,Unknown,0.92,136.194,2.3174600000000005,136.194,2.3174600000000005,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.0915149811213505,0,0,0,1551.0,3224.0,0.85597056,0.9085833,0.91116786,0.9141221,0.0,0.9339073,1.4691528504579574
3225,3225,3225,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,NC(=O)c1ccccc1N,NC(=O)c1ccccc1N,Unknown,0.46,136.15399999999994,0.3677,136.15399999999994,0.3677,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.2668027348934305,0,0,0,2860.0,3225.0,0.5476568,0.5013765,0.45006552,0.51340955,0.0,0.534436,0.8657507868770107
3226,3226,3226,Ethanol,1.07,20.0,500,59.0,-31.0,0,0,25.0,C(C)O,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,Unknown,0.82,180.159,1.1955999999999996,180.159,1.1955999999999996,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,0.7423214251308153,1,0,0,1489.0,3226.0,0.81665564,0.77821946,0.8455583,0.8351347,0.0,0.86361337,1.0
3227,3227,3227,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,Unknown,0.985124666,204.357,5.056800000000004,204.357,5.056800000000004,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.7992771288497795,0,0,0,2192.0,3227.0,0.938409,0.9933174,0.976822,0.99461675,0.0,1.0,1.5545797153588703
3228,3228,3228,n-Heptane,1.428571429,20.0,500,82.0,0.0,0,1,22.0,CCCCCCC,OC1CCC2=C1C=CC=C2,OC1CCC2=C1C=CC=C2,Unknown,-0.02701229,134.17799999999997,1.6662,134.17799999999997,1.6662,0.5,nf10k,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,-0.0119983067285928,0,0,0,2842.0,3228.0,-0.045268476,-0.04952103,-0.0357278,-0.050412834,0.0,-0.04266399,0.5246974465921277
3229,3229,3229,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,CCN(CC)C(C1=CC=CC(C(N(CC)CC)=O)=C1)=O,CCN(CC)C(C1=CC=CC(C(N(CC)CC)=O)=C1)=O,Unknown,1.0,276.37999999999994,2.6506000000000007,276.37999999999994,2.6506000000000007,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,3.0,0,0,0,1260.0,3229.0,1.0,0.9885286,0.9936469,1.0,0.0,1.0,1.574092339776383
3230,3230,3230,Acetone,8.25,10.0,500,59.0,-31.0,0,0,25.0,CC(=O)C,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C)(C)C4=CC=CC=C4,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C)(C)C4=CC=CC=C4,Unknown,0.578,446.67800000000017,9.5058,446.67800000000017,9.5058,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,1,0,0,0,0,0,0,0,DM500,1,0,CF,0.3736596326249576,0,0,0,84.0,3230.0,0.6630132,0.5809052,0.6958906,0.6739791,0.0,0.6550498,1.0200844833693214
3231,3231,3231,Toluene,3.121693122,20.0,200,34.0,-15.0,0,0,22.0,Cc1ccccc1,Nc1ccc2[nH]ccc2c1,Nc1ccc2[nH]ccc2c1,Unknown,-0.079976358,132.166,1.7500999999999998,132.166,1.7500999999999998,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,1,0,0,0,0,0,PBI,1,0,CF,-0.0338161956161951,0,0,0,967.0,3231.0,-0.08094698,-0.105508685,-0.0768646,-0.05140257,0.0,-0.07224065,0.5246974465921277
3232,3232,3232,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,CC1=NC2=C(N1)C=C(C=C2)N,CC1=NC2=C(N1)C=C(C=C2)N,Unknown,0.714969787,147.18099999999998,1.4535199999999997,147.18099999999998,1.4535199999999997,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.5435880904857741,0,0,0,95.0,3232.0,0.73373044,0.73332214,0.19266117,0.7338871,0.0,0.72733366,1.1996741419928447
3233,3233,3233,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,CC1=C(OC)C=C(C)C(Br)=C1,CC1=C(OC)C=C(C)C(Br)=C1,Unknown,0.960799185,215.09,3.0745400000000016,215.09,3.0745400000000016,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.3957651422783437,0,0,0,1136.0,3233.0,0.90179443,0.9623435,0.96131444,0.9616252,0.0,0.9691789,1.522670920939307
3234,3234,3234,Acetone,1.69,20.0,300,59.0,-37.5,0,0,22.0,CC(=O)C,c1ccc2c(c1)Cc1ccccc1-2,c1ccc2c(c1)Cc1ccccc1-2,Unknown,0.789862362,166.22299999999998,3.2578000000000014,166.22299999999998,3.2578000000000014,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.6754343412130303,0,0,0,1616.0,3234.0,0.78133345,0.7846392,0.7773013,0.72373384,0.0,0.7991068,1.298445634547631
3235,3235,3235,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,O=C(C1=CC=C2C=C(C(OC)=O)C=CC2=C1)OC,O=C(C1=CC=C2C=C(C(OC)=O)C=CC2=C1)OC,Unknown,-0.03,244.246,2.4130000000000003,244.246,2.4130000000000003,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,-0.0132586652835165,0,0,0,1544.0,3235.0,0.23840263,-0.01690489,0.0040702224,-0.042836666,0.0,0.03494838,0.5246974465921277
3236,3236,3236,Toluene,2.11,20.0,600,-1.0,0.0,1,1,23.0,Cc1ccccc1,OC1=CC=C(NC(C)=O)C=C1,OC1=CC=C(NC(C)=O)C=C1,Unknown,0.124,151.16500000000002,1.3505999999999998,151.16500000000002,1.3505999999999998,0.5,nf10k,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.0570004066339594,0,0,0,1174.0,3236.0,0.114289284,0.1131807,0.12747976,0.2748415,0.0,0.13582504,0.5246974465921277
3237,3237,3237,Acetonitrile,1.38,20.0,300,59.0,-37.5,0,0,22.0,C(C)#N,C1COC2=C(O1)C=CC(=C2)Br,C1COC2=C(O1)C=CC(=C2)Br,Unknown,0.675067531,215.046,2.2203,215.046,2.2203,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.486872373486553,0,0,0,1313.0,3237.0,0.6588352,0.67213964,0.68014437,0.658312,0.0,0.6302155,1.147864247778444
3238,3238,3238,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,C1=CC(=CC=C1C#N)C2=CC=C(C=C2)C#N,C1=CC(=CC=C1C#N)C2=CC=C(C=C2)C#N,Unknown,0.87,204.232,3.096960000000001,204.232,3.096960000000001,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.8827287043442358,1,0,0,2272.0,3238.0,0.8556296,0.80159503,0.85198176,0.747171,0.0,0.7246637,1.0
3239,3239,3239,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,CC1=CC(O)=CC(C)=C1N,CC1=CC(O)=CC(C)=C1N,Unknown,0.77,137.18199999999996,1.5912399999999998,137.18199999999996,1.5912399999999998,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,0.6363880201078557,0,0,0,608.0,3239.0,0.76420414,0.74256974,0.77768064,0.7458369,0.0,0.8033787,1.2723913079859095
3240,3240,3240,Acetone,1.99,10.0,600,-1.0,0.0,1,1,25.0,CC(=O)C,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C)(C)C5=CC=CC=C5,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C)(C)C5=CC=CC=C5,Unknown,0.65,550.8300000000003,11.679699999999986,550.8300000000003,11.679699999999986,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,1,0,0,0,PMS600,1,0,CF,0.4546928835341759,0,0,0,3426.0,3240.0,0.6641339,0.6305411,0.6657671,0.6870628,0.0,0.6450525,1.1149820740082714
