,doi,year,journal,membrane,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solute_name,secondary_solute_name,secondary_solute_ratio,solvent,pressure,permeance,rejection,temperature,process_configuration,exclude,solute_smiles,secondary_solute_smiles,solute_category,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,batch,date,solute_identifier,secondary_solute_identifier,solute_type,solute_reactions
1187,,,,GMT-oNF-2,300,87,-8,0,0,,,0.5,Acetonitrile,20,0.153480228,0.999372175,21,CF,0,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,536.125,8.7363,536.125,8.7363,Pincer2,2/12/2025,Pincer2,Pincer2,Transition metal complex,hydrogenation
1188,,,,PMPerformance,300,-1,0,1,1,,,0.5,Acetonitrile,20,2.530907666,0.884975824,21,CF,0,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,536.125,8.7363,536.125,8.7363,Pincer2,2/12/2025,Pincer2,Pincer2,Transition metal complex,hydrogenation
1189,,,,DM150,150,59,0,0,1,,,0.5,Acetonitrile,30,0.177021216,0.999747433,21,CF,0,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,536.125,8.7363,536.125,8.7363,Pincer2,2/12/2025,Pincer2,Pincer2,Transition metal complex,hydrogenation
1190,,,,DM300,300,59,-37.5,0,0,,,0.5,Acetonitrile,30,0.51909254,0.99887036,21,CF,0,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,536.125,8.7363,536.125,8.7363,Pincer2,2/12/2025,Pincer2,Pincer2,Transition metal complex,hydrogenation
1191,,,,GMT-oNF-2,300,87,-8,0,0,,,0.5,Acetonitrile,30,0.153480228,0.985935495,21,CF,0,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,536.125,8.7363,536.125,8.7363,Pincer2,2/12/2025,Pincer2,Pincer2,Transition metal complex,hydrogenation
1192,,,,PMPerformance,300,-1,0,1,1,,,0.5,Acetonitrile,30,2.530907666,0.899241887,21,CF,0,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,536.125,8.7363,536.125,8.7363,Pincer2,2/12/2025,Pincer2,Pincer2,Transition metal complex,hydrogenation
1193,,,,SS150101,300,-1,0,1,1,,,0.5,Acetonitrile,10,3.30137418,-0.065341875,21,CF,0,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,571.634,6.6882,571.634,6.6882,Pincer3,2/12/2025,Pincer3,Pincer3,Transition metal complex,hydrogenation
1194,,,,SS336,500,82,0,0,1,,,0.5,Acetonitrile,10,0.45587198,0.776644165,21,CF,0,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,571.634,6.6882,571.634,6.6882,Pincer3,2/12/2025,Pincer3,Pincer3,Transition metal complex,hydrogenation
1195,,,,GMT-NC,200,-1,0,1,1,,,0.5,Acetonitrile,10,1.819539983,-0.1774289,21,CF,0,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,571.634,6.6882,571.634,6.6882,Pincer3,2/12/2025,Pincer3,Pincer3,Transition metal complex,hydrogenation
1196,,,,SS150101,300,-1,0,1,1,,,0.5,Acetonitrile,20,3.30137418,0.140103792,21,CF,0,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,571.634,6.6882,571.634,6.6882,Pincer3,2/12/2025,Pincer3,Pincer3,Transition metal complex,hydrogenation
1197,,,,SS336,500,82,0,0,1,,,0.5,Acetonitrile,20,0.45587198,0.739514108,21,CF,0,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,571.634,6.6882,571.634,6.6882,Pincer3,2/12/2025,Pincer3,Pincer3,Transition metal complex,hydrogenation
1198,,,,GMT-NC,200,-1,0,1,1,,,0.5,Acetonitrile,20,1.819539983,-0.41282588,21,CF,0,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,571.634,6.6882,571.634,6.6882,Pincer3,2/12/2025,Pincer3,Pincer3,Transition metal complex,hydrogenation
1199,,,,SS150101,300,-1,0,1,1,,,0.5,Acetonitrile,30,3.30137418,0.114744784,21,CF,0,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,571.634,6.6882,571.634,6.6882,Pincer3,2/12/2025,Pincer3,Pincer3,Transition metal complex,hydrogenation
1200,,,,SS336,500,82,0,0,1,,,0.5,Acetonitrile,30,0.45587198,0.629291559,21,CF,0,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,571.634,6.6882,571.634,6.6882,Pincer3,2/12/2025,Pincer3,Pincer3,Transition metal complex,hydrogenation
1201,,,,GMT-NC,200,-1,0,1,1,,,0.5,Acetonitrile,30,1.819539983,-0.226643194,21,CF,0,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,571.634,6.6882,571.634,6.6882,Pincer3,2/12/2025,Pincer3,Pincer3,Transition metal complex,hydrogenation
1202,,,,PMPerformance,300,-1,0,1,1,,,0.5,Acetonitrile,30,2.530907666,0.449685843,21,DE,0,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,531.654,7.6342,531.654,7.6342,Pincer4,2/12/2025,Pincer4,Pincer4,Transition metal complex,hydrogenation
1203,,,,SS336,500,82,0,0,1,,,0.5,Acetonitrile,30,0.45587198,0.673424308,21,DE,0,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,531.654,7.6342,531.654,7.6342,Pincer4,2/12/2025,Pincer4,Pincer4,Transition metal complex,hydrogenation
1204,,,,DM300,300,59,-37.5,0,0,,,0.5,Acetonitrile,30,0.51909254,0.713773807,21,DE,0,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,531.654,7.6342,531.654,7.6342,Pincer4,2/12/2025,Pincer4,Pincer4,Transition metal complex,hydrogenation
1205,,,,GMT-oNF-2,300,87,-8,0,0,,,0.5,Acetonitrile,30,0.153480228,0.944924406,21,DE,0,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,531.654,7.6342,531.654,7.6342,Pincer4,2/12/2025,Pincer4,Pincer4,Transition metal complex,hydrogenation
1206,,,,PMPerformance,300,-1,0,1,1,,,0.5,Acetonitrile,10,2.530907666,0.143333988,21,DE,0,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,531.654,7.6342,531.654,7.6342,Pincer4,2/12/2025,Pincer4,Pincer4,Transition metal complex,hydrogenation
1207,,,,SS336,500,82,0,0,1,,,0.5,Acetonitrile,10,0.45587198,0.202091105,21,DE,0,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,531.654,7.6342,531.654,7.6342,Pincer4,2/12/2025,Pincer4,Pincer4,Transition metal complex,hydrogenation
1208,,,,DM300,300,59,-37.5,0,0,,,0.5,Acetonitrile,10,0.51909254,0.04928333,21,DE,0,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,531.654,7.6342,531.654,7.6342,Pincer4,2/12/2025,Pincer4,Pincer4,Transition metal complex,hydrogenation
1209,,,,GMT-oNF-2,300,87,-8,0,0,,,0.5,Acetonitrile,10,0.153480228,0.995042215,21,DE,0,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,531.654,7.6342,531.654,7.6342,Pincer4,2/12/2025,Pincer4,Pincer4,Transition metal complex,hydrogenation
1210,,,,DM150,150,59,0,0,1,,,0.5,Acetonitrile,10,0.177021216,0.999788494,21,CF,0,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,491.674,8.5802,491.674,8.5802,Pincer1,2/17/2025,Pincer1,Pincer1,Transition metal complex,hydrogenation
1211,,,,DM300,300,59,-37.5,0,0,,,0.5,Acetonitrile,10,0.51909254,0.99534687,21,CF,0,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,491.674,8.5802,491.674,8.5802,Pincer1,2/17/2025,Pincer1,Pincer1,Transition metal complex,hydrogenation
1212,,,,GMT-oNF-2,300,87,-8,0,0,,,0.5,Acetonitrile,10,0.153480228,1,21,CF,0,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,491.674,8.5802,491.674,8.5802,Pincer1,2/17/2025,Pincer1,Pincer1,Transition metal complex,hydrogenation
1213,,,,PMPerformance,300,-1,0,1,1,,,0.5,Acetonitrile,10,2.530907666,0.89213198,21,CF,0,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,491.674,8.5802,491.674,8.5802,Pincer1,2/17/2025,Pincer1,Pincer1,Transition metal complex,hydrogenation
1214,,,,DM150,150,59,0,0,1,,,0.5,Acetonitrile,30,0.177021216,0.999341238,21,CF,0,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,491.674,8.5802,491.674,8.5802,Pincer1,2/17/2025,Pincer1,Pincer1,Transition metal complex,hydrogenation
1215,,,,DM300,300,59,-37.5,0,0,,,0.5,Acetonitrile,30,0.51909254,0.995169082,21,CF,0,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,491.674,8.5802,491.674,8.5802,Pincer1,2/17/2025,Pincer1,Pincer1,Transition metal complex,hydrogenation
1216,,,,GMT-oNF-2,300,87,-8,0,0,,,0.5,Acetonitrile,30,0.153480228,0.953667106,21,CF,0,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,491.674,8.5802,491.674,8.5802,Pincer1,2/17/2025,Pincer1,Pincer1,Transition metal complex,hydrogenation
1217,,,,PMPerformance,300,-1,0,1,1,,,0.5,Acetonitrile,30,2.530907666,0.903381643,21,CF,0,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,491.674,8.5802,491.674,8.5802,Pincer1,2/17/2025,Pincer1,Pincer1,Transition metal complex,hydrogenation
1218,,,,SS150101,300,-1,0,1,1,,,0.5,Acetonitrile,10,3.30137418,0.455026041,21,CF,0,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,536.125,8.7363,536.125,8.7363,Pincer2,2/17/2025,Pincer2,Pincer2,Transition metal complex,hydrogenation
1219,,,,SS336,500,82,0,0,1,,,0.5,Acetonitrile,10,0.45587198,0.989178549,21,CF,0,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,536.125,8.7363,536.125,8.7363,Pincer2,2/17/2025,Pincer2,Pincer2,Transition metal complex,hydrogenation
1220,,,,GMT-NC,200,-1,0,1,1,,,0.5,Acetonitrile,10,1.819539983,0.861509277,21,CF,0,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,536.125,8.7363,536.125,8.7363,Pincer2,2/17/2025,Pincer2,Pincer2,Transition metal complex,hydrogenation
1221,,,,SS150101,300,-1,0,1,1,,,0.5,Acetonitrile,30,3.30137418,0.363503937,21,CF,0,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,536.125,8.7363,536.125,8.7363,Pincer2,2/17/2025,Pincer2,Pincer2,Transition metal complex,hydrogenation
1222,,,,SS336,500,82,0,0,1,,,0.5,Acetonitrile,30,0.45587198,0.845055163,21,CF,0,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,536.125,8.7363,536.125,8.7363,Pincer2,2/17/2025,Pincer2,Pincer2,Transition metal complex,hydrogenation
1223,,,,GMT-NC,200,-1,0,1,1,,,0.5,Acetonitrile,30,1.819539983,0.653800637,21,CF,0,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,536.125,8.7363,536.125,8.7363,Pincer2,2/17/2025,Pincer2,Pincer2,Transition metal complex,hydrogenation
1224,,,,DM150,150,59,0,0,1,,,0.5,Acetonitrile,10,0.177021216,0.999730603,21,CF,0,CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,590.406,4.3465,590.406,4.3465,Pincer12,2/18/2025,Pincer12,Pincer12,Transition metal complex,hydrogenation
1225,,,,DM300,300,59,-37.5,0,0,,,0.5,Acetonitrile,10,0.51909254,0.997575431,21,CF,0,CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,590.406,4.3465,590.406,4.3465,Pincer12,2/18/2025,Pincer12,Pincer12,Transition metal complex,hydrogenation
1226,,,,GMT-oNF-2,300,87,-8,0,0,,,0.5,Acetonitrile,10,0.153480228,0.994881466,21,CF,0,CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,590.406,4.3465,590.406,4.3465,Pincer12,2/18/2025,Pincer12,Pincer12,Transition metal complex,hydrogenation
1227,,,,PMPerformance,300,-1,0,1,1,,,0.5,Acetonitrile,10,2.530907666,0.973868534,21,CF,0,CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,590.406,4.3465,590.406,4.3465,Pincer12,2/18/2025,Pincer12,Pincer12,Transition metal complex,hydrogenation
1228,,,,DM150,150,59,0,0,1,,,0.5,Acetonitrile,30,0.177021216,0.998859749,21,CF,0,CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,590.406,4.3465,590.406,4.3465,Pincer12,2/18/2025,Pincer12,Pincer12,Transition metal complex,hydrogenation
1229,,,,DM300,300,59,-37.5,0,0,,,0.5,Acetonitrile,30,0.51909254,0.996294185,21,CF,0,CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,590.406,4.3465,590.406,4.3465,Pincer12,2/18/2025,Pincer12,Pincer12,Transition metal complex,hydrogenation
1230,,,,GMT-oNF-2,300,87,-8,0,0,,,0.5,Acetonitrile,30,0.153480228,0.961801596,21,CF,0,CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C.[Br-],metal_catalyst,C(C)#N,41.053,-0.33,0.34,786,37.5,15.3,18,6.1,52.6,590.406,4.3465,590.406,4.3465,Pincer12,2/18/2025,Pincer12,Pincer12,Transition metal complex,hydrogenation
